,B cell,Dendritic,Endothelial,Fibroblast,Macrophage,Mast,T cell,myocyte,other,tumor
TCGA-CV-7089-01A,0.043976765265466504,0.04369052376623742,0.040214681027403706,0.0754894278072566,0.03885972228180361,0.04580294795413702,0.044569144121850535,0.040165848594126724,0.04808159671690782,0.5791493424648101
TCGA-CV-6939-11A,0.04536471093263442,0.03292494481092805,0.10204608133359776,0.06390306578198406,0.04542278976916099,0.037634876367076416,0.039785063001671485,0.49775977231383084,0.05872769537620473,0.07643100031291124
TCGA-BA-4075-01A,0.039478413660722265,0.04255127495885919,0.046078379626480905,0.04124764797482742,0.04283343625389185,0.04648384220745803,0.05092811201805997,0.03720186502343496,0.03728280753682529,0.6159142207394401
TCGA-T3-A92M-01A,0.041530359760657165,0.036542464433245936,0.04215479731419574,0.23439019249885554,0.057222535915043934,0.05115426367530784,0.048144199575150384,0.042345888308303395,0.035286204753130886,0.4112290937661091
TCGA-BA-4078-01A,0.039175254539783176,0.04445868051609135,0.11726648043474548,0.1914164711525452,0.057001923068425775,0.0517636383418731,0.04297722210228242,0.03802193793376132,0.027811018495140227,0.39010737341535195
TCGA-CV-7100-01A,0.039502669773164925,0.04307087061403466,0.042537505653032215,0.16081775686598757,0.056738658962479996,0.05225530857560798,0.041675022132782756,0.043105561613414264,0.37052777819733507,0.14976886761216052
TCGA-MZ-A7D7-01A,0.045589600303739035,0.04474155575033121,0.07025724203964702,0.05310924195277422,0.042605375294380736,0.0449455045077276,0.03777113738700383,0.04059053782292782,0.03960608861881561,0.580783716322653
TCGA-QK-A652-01A,0.03921065589696689,0.0453831022819653,0.04463609029289617,0.10185217339098702,0.038195581070542946,0.04313135973158236,0.048295349224031635,0.10537650947376494,0.04559252498757159,0.4883266536496912
TCGA-CV-6433-01A,0.03853907388202378,0.04328919027708853,0.040468046506550004,0.22109959112629005,0.0772757510507154,0.04841909919537476,0.04590920811429428,0.03775303240089192,0.041400135126409,0.4058468723203624
TCGA-CV-7416-01A,0.04008438737404734,0.045992809150560074,0.0505819191092757,0.07550160499751214,0.04565946583074718,0.04300594185679108,0.045583255067494846,0.04206923637109692,0.4751498281756118,0.1363715520668628
TCGA-CV-A6JY-01A,0.04366007478230775,0.0411140225573901,0.05098927211460256,0.045920024831570816,0.04324520755617326,0.042786490190633984,0.04716752836820984,0.04558878960492958,0.044221321176397405,0.5953072688177846
TCGA-CR-7399-01A,0.04192929459087622,0.043836431304823925,0.042537322119199146,0.07043399132816597,0.06313928244768516,0.04314611527816039,0.03140331542492043,0.034763336403992214,0.3671220171686939,0.26168889393348266
TCGA-CV-7568-01A,0.04123463676976292,0.04385550035782379,0.042154647952330836,0.23883839520532893,0.04112250863424816,0.050479153007101506,0.03498759955638007,0.02768274275494393,0.22475787018551763,0.25488694557656216
TCGA-KU-A66S-01A,0.033813417054930975,0.04305859406807326,0.042465141267542326,0.1299962887118085,0.04244087552600435,0.04935156719386312,0.04585934034133032,0.04039707724838669,0.2903804942566501,0.28223720433141036
TCGA-QK-A6VC-01A,0.04132988693285975,0.04760959747539678,0.05067554091945095,0.07676123098254313,0.04922183798344117,0.04986425165779822,0.04082213605738979,0.04484856811812542,0.45101576302161395,0.14785118685138085
TCGA-CN-6998-01A,0.04378226390118199,0.04088759062100555,0.044477401955310296,0.05225986443811173,0.04040271090137629,0.043792266840393175,0.04632111261530953,0.042003603570756574,0.048765746569753264,0.5973074385868016
TCGA-CV-6941-01A,0.04108431314117536,0.04492334459945092,0.04311148099439646,0.10607196951686783,0.037973739674449634,0.04748860474629114,0.044722185095754236,0.04052558989263615,0.03256487473416347,0.5615338976048148
TCGA-CN-4727-01A,0.04633684685381665,0.04369105435072504,0.05052671251180564,0.04753190964018409,0.044165285345108954,0.04343705243512168,0.04254998201567969,0.036573214988601804,0.15276841583163359,0.49241952602732286
TCGA-BB-A5HY-01A,0.039946414287998645,0.03644938385011809,0.05082897918795436,0.0775758563658912,0.04160335867540174,0.04193721383297769,0.04771596332159955,0.044301510275558405,0.04825349555987303,0.5713878246426272
TCGA-CV-7263-01A,0.03738042247089783,0.03912664265513879,0.06623913634027805,0.2117628322003238,0.04682156184886407,0.054692836927004926,0.0335184487567973,0.04840234973073536,0.0404667339871309,0.421589035082829
TCGA-H7-A76A-01A,0.0451531633979458,0.041093679383362315,0.07981934952609697,0.15111538909502256,0.1269928283588933,0.05434973616538219,0.053869893360580526,0.04002327340297581,0.04354235487188111,0.3640403324378594
TCGA-CN-4723-01A,0.036456662510672554,0.04343578907147162,0.03630101639051672,0.178703431655868,0.05296326543903638,0.04671448922933698,0.046457614904661326,0.04051557544582568,0.04105716385467894,0.47739499149793185
TCGA-CN-6997-01A,0.03994943425465234,0.03473724721552054,0.12290392560833178,0.03772351458321965,0.038135493183364545,0.0474209689937746,0.048351615077823276,0.035276579065977406,0.13218306594308168,0.46331815607425414
TCGA-CN-5364-01A,0.04523696323205004,0.0367609897219982,0.0806525657731433,0.04837173169208527,0.04601178649723546,0.05180132218743044,0.05038789801006683,0.05937707913677491,0.3109113271723382,0.2704883365768774
TCGA-CN-A63V-01A,0.04324640242127986,0.04327218027450992,0.04412733747280464,0.09140986351690326,0.039941849016917434,0.046577369196379226,0.036628817739547584,0.04515702032801203,0.04932048150700853,0.5603186785266375
TCGA-CQ-5325-01A,0.04293280645562467,0.05217023706965921,0.04845183504260516,0.1487471703494598,0.06522194076483179,0.04986459890477748,0.05004661925261775,0.10052183978303272,0.0349077426318905,0.4071352097455009
TCGA-CR-7386-01A,0.044632365144182215,0.04687295155266506,0.04348332386725435,0.3492178028536369,0.06180475492202229,0.037224931934380485,0.0506071436230742,0.0413368371446644,0.04296284736288878,0.28185704159523134
TCGA-CX-A4AQ-01A,0.039121230383724816,0.04883352612375026,0.046441263600299695,0.11740928034973323,0.11221865654598483,0.051602602634989836,0.05226606906516721,0.042331114875746464,0.13368521602186548,0.3560910403987382
TCGA-QK-A64Z-01A,0.04333237598410264,0.036856667655699185,0.04923184133145698,0.08551266809296912,0.039369355710588604,0.04655865750378857,0.04479985725578462,0.036676534165690514,0.13495585045484945,0.4827061918450703
TCGA-BB-4225-01A,0.03424323117130312,0.04271286008185368,0.03800550879912883,0.14857550548404996,0.0691700470968267,0.05180064949518176,0.037955704738117345,0.04054779932884825,0.039996457597278996,0.4969922362074113
TCGA-CV-7183-11A,0.04704255394782085,0.04931204989154698,0.04887753254709976,0.04145186394764423,0.04131121510227792,0.04579047750021142,0.04817711121404413,0.04273514247754705,0.04952872022990264,0.585773333141905
TCGA-T2-A6WZ-01A,0.04072605413724278,0.04708574316034282,0.053208295209005156,0.04792461724113866,0.047117638502879006,0.03960834570403101,0.04894537305530626,0.05113288299569269,0.04511779108637957,0.5791332589079821
TCGA-HD-8314-01A,0.040395838670176216,0.048676838012173373,0.09589035457278171,0.0583377386561231,0.0615889919153926,0.04631616434221471,0.05494138936149307,0.13947786334796453,0.3646993064106281,0.08967551471105244
TCGA-CR-6473-01A,0.04164546913958064,0.04063109779102672,0.0442336998750957,0.045640928444252354,0.04152166526966609,0.047047529277954206,0.03492915658228103,0.046519779955671164,0.05074400646731768,0.6070866671971543
TCGA-CN-A642-01A,0.04345868458747577,0.04933218256928205,0.04607342713550559,0.0736465301142979,0.04782930876690368,0.046442198419967703,0.05049634271673338,0.036064344752447394,0.04987198223014783,0.5567849987072386
TCGA-BB-A6UO-01A,0.04537479524140361,0.04239207967069173,0.049103960824766014,0.06172468324683578,0.0427931834605292,0.041915581035579484,0.05000275834121993,0.04518513937631426,0.04215746729570973,0.5793503515069502
TCGA-DQ-7591-01A,0.03777937316810546,0.050571827163768526,0.04857318434942126,0.09386583711221416,0.06066796186448356,0.05168821991861301,0.04666070506448508,0.03875467416379701,0.41604330376557547,0.15539491342953646
TCGA-CR-7398-01A,0.04275553176630094,0.04244189824139252,0.04290207301439469,0.08950929884809139,0.039702755017215395,0.03914292959072241,0.03744510880466531,0.042724637640642264,0.04130399550259316,0.5820717715739819
TCGA-HD-8634-01A,0.04514855361370738,0.042492213944884595,0.05111894240178889,0.0485941319995703,0.04317407708902194,0.043856050347526945,0.04839740871304158,0.04700019316500416,0.045537841795105186,0.584680586930349
TCGA-CR-7372-01A,0.04407005996151379,0.04315303669244717,0.044845514666526406,0.0626011073965045,0.04167235565449452,0.044641341926780785,0.04449033803290643,0.03944948402687117,0.0461071406568521,0.5889696209851033
TCGA-HD-8224-01A,0.040024568549288805,0.04324300202894812,0.0729079064985697,0.037517735086062425,0.04964820130218499,0.044722463862485365,0.047027878970001664,0.3373115064009865,0.20245692812267319,0.12513980917879922
TCGA-BA-4074-01A,0.0392230909380897,0.04272772472267055,0.03874660983895236,0.04937773101481098,0.04745591392364074,0.04733727239359798,0.04265600951478725,0.040841867978816296,0.44918809663170733,0.20244568304292693
TCGA-CV-6961-11A,0.037705425732602604,0.043391010655460645,0.04714716718418869,0.03931706336113774,0.039403727243676835,0.04173345946715369,0.0441101231281488,0.037673489004538936,0.08196673685241022,0.5875517973706817
TCGA-BB-A5HZ-01A,0.04446284810787287,0.04403318869468455,0.051230834469255374,0.044423975591412417,0.04290042976862356,0.03916605407152849,0.04518689990340821,0.046422126655186885,0.05096084588452541,0.5912127968535023
TCGA-CQ-5332-01A,0.04432240438664527,0.04329418859335541,0.04918638206740289,0.06272281936617136,0.041740721116903856,0.043627258705215374,0.04627605925386106,0.04295749074544684,0.04127814992143494,0.5845945258435631
TCGA-CR-7380-01A,0.0420827794024508,0.04275441179187369,0.0462448101782855,0.10538033322672902,0.03944749437875308,0.03484483357152978,0.03497687729483175,0.046633525454254005,0.043758712849221115,0.5638762218520713
TCGA-CV-6936-01A,0.03866835936405625,0.04510515528334057,0.040559025177555705,0.0632366531666323,0.04495176821108558,0.03535021907332168,0.04730161218820145,0.0401889264087366,0.04441992986786268,0.6002183512592072
TCGA-MZ-A6I9-01A,0.0408706741152605,0.03765164997267527,0.1347467159128336,0.14083711798477888,0.035797581152781026,0.032731763111973636,0.04477759574607117,0.028070435946206593,0.042198230935063155,0.46231823512235626
TCGA-QK-AA3J-01A,0.03813047930949119,0.04122196811174662,0.04074224635575076,0.0386715202228902,0.0481983508577706,0.04702853184125849,0.037730257071525386,0.03747173646874199,0.45824293855579024,0.2125619712050344
TCGA-BA-4077-01B,0.04382468395847833,0.0399512826063024,0.04651695715894206,0.13999040597777088,0.05437575727960255,0.05154277314678637,0.04379501359382668,0.03237496950560637,0.21134399517181238,0.336284161600872
TCGA-CQ-A4C7-01A,0.04142440018481194,0.04110285177715658,0.051747895356814996,0.21101850025058713,0.0382493839904483,0.04775685077844376,0.03610692445637381,0.03537187318039404,0.04817662841760127,0.44904469160736815
TCGA-CV-7422-01A,0.03953505426796707,0.040236309011707334,0.03715593094799012,0.043002396256529324,0.03867862933663125,0.036082910463520766,0.04006361884018423,0.03750095987387346,0.3075054483965855,0.38023874260501095
TCGA-CQ-A4CB-01A,0.04173707156249579,0.03609182032792261,0.04929141364072526,0.09997459589156751,0.04070086730113115,0.05048606985778227,0.047899843073414355,0.0367608961523573,0.3087516094933647,0.2883058126992392
TCGA-F7-7848-01A,0.038661926927798296,0.03783420120959301,0.07324188958931532,0.040652642472937,0.048476369099256414,0.04397056086928585,0.03423235180148923,0.043241766741689724,0.5156915798319325,0.12399671145670274
TCGA-CR-7392-01A,0.03581697614823057,0.04550073050005204,0.04126699227306279,0.18434134957650483,0.04223636824079185,0.04709934135659703,0.0348622514252455,0.0381761821769022,0.046964401737786925,0.4837354065648263
TCGA-CV-7178-11A,0.048404147742428814,0.04245933709217936,0.052108493973667507,0.1413141262598031,0.04820168796614993,0.04279395303574136,0.05243393337908828,0.04599288217295977,0.16599646506871368,0.36029497330926835
TCGA-QK-A6VB-01A,0.04369900365803041,0.040012106541002575,0.062089205414252724,0.040348321510866175,0.039807816456840145,0.05222764531930379,0.0341569338807229,0.041614241492442514,0.04668018347549798,0.5993645422510407
TCGA-CX-7082-01A,0.04388627505540768,0.04317131087479838,0.07062145611554727,0.034266015119327385,0.03833336377996307,0.05063348607694687,0.048013374704992874,0.031774431679599285,0.12650481320252435,0.5127954733908929
TCGA-CV-7414-01A,0.04336565065165911,0.04165899833828597,0.05759892230831822,0.0591254813324133,0.04520815463176614,0.049537854543778535,0.0477254741011391,0.0317275094687227,0.3506211799903116,0.2734307746336054
TCGA-CN-A63W-01A,0.04270782928691821,0.04419984617940471,0.046937082972094896,0.06929138306042006,0.0387188614632814,0.04668278747082084,0.039429610089972394,0.04223626334490943,0.04691293464992851,0.5828834014822497
TCGA-BA-5557-01A,0.04548243865746732,0.0414738265443804,0.04392754635137112,0.07463918699697614,0.03833899327215019,0.04228740650257928,0.03589449082251118,0.04479712316106054,0.034596283420146194,0.5985627042713576
