,B cell,Dendritic,Endothelial,Fibroblast,Macrophage,Mast,T cell,myocyte,other,tumor
TCGA-BB-4224-01A,0.20527638078059726,0.013231057985565167,0.015774254161598073,0.06494114996264846,0.0539107961650601,0.01663594451224225,0.031333402427221914,0.02657306458666763,0.01079324457655075,0.5615307048418483
TCGA-H7-7774-01A,0.19698102568324677,0.014339051293076808,0.015454857760728137,0.03639543393811353,0.020761994053487578,0.0241825487572753,0.034143414710645754,0.01732358838738199,0.011356191720424607,0.6290618936956196
TCGA-CV-6943-01A,0.21021723258309943,0.022790150351178012,0.013728543128317054,0.16574044314668784,0.046382980497555966,0.0197403679984299,0.012587584610712181,0.02257562799492832,0.01104827378859741,0.4751887959004939
TCGA-CN-5374-01A,0.20783230814314468,0.018848399488073816,0.04513033095275502,0.020838897719640318,0.029607730959189893,0.017013484607015458,0.012492567042377575,0.01832210765656128,0.5209396283833589,0.10897454504788309
TCGA-CQ-6227-01A,0.21227804956393373,0.01292276059700171,0.014518153380559782,0.0724249411649537,0.021043066687854772,0.014519293633356285,0.0211315551571851,0.031752890386366986,0.011211174360021227,0.5881981150687667
TCGA-CV-6959-01A,0.21041910748297388,0.01966898125937711,0.014485873592321867,0.07658454906867504,0.02815782741462566,0.013553272284581457,0.010832525714588852,0.03368536551150687,0.011191820154516616,0.5814206775168327
TCGA-F7-A61V-01A,0.2063787511745472,0.014246491175081031,0.030534683484866515,0.020969027693181878,0.022327781998667792,0.015030110624077426,0.012258464811043314,0.020145793659802604,0.014290923679779875,0.6438179716989523
TCGA-CV-7413-01A,0.20546280948873855,0.014618413974390364,0.014900872710455565,0.09419703677133687,0.026698843847172252,0.014179716428628475,0.04085152800505066,0.01648519007591053,0.010531538585556251,0.5620740501127605
TCGA-CV-7247-01A,0.20961403016761643,0.016614656116794104,0.02498318333414408,0.016627216227908123,0.02051436637902889,0.016085342284563767,0.022859852949542382,0.07689763843656386,0.11092188316107762,0.4848818309427608
TCGA-CR-5249-01A,0.2059232062051669,0.014099242446124797,0.021690713683754654,0.023573987762381562,0.04402936308571641,0.014331791928206135,0.011602339581329432,0.017908506233496838,0.5387859935874977,0.10805485548632558
TCGA-CQ-5331-01A,0.20668104883352661,0.02496629418677,0.014728311474399377,0.058539922929489265,0.03428539921449969,0.014352766246505036,0.012147085356350501,0.016991125819926917,0.010761574890242999,0.6065464710482896
TCGA-BB-8601-01A,0.20237935338093274,0.01354674637562939,0.01785297745071365,0.019453632902548822,0.024041118641897757,0.01466880607976776,0.01297177346992592,0.019615167574372903,0.011086779480448575,0.6643836446437626
