"","B.cell","Dendritic","Endothelial","Fibroblast","Macrophage","Mast","myocyte","other","T.cell","tumor"
"20",0,0,0.00213839983442584,0.0289034480543557,0,0,0,0.00589319847708305,0,0.963064953634135
"0",0,0,0.00213839983442584,0.0289034480543557,0,0,0,0.00589319847708305,0,0.963064953634135
