"","B.cell","Dendritic","Endothelial","Fibroblast","Macrophage","Mast","myocyte","other","T.cell","tumor"
"26",0.0016608029152742,0.0118391093040755,0.000877771531389688,0.432985744493632,0.0767154004413742,0.00108201189654814,0,0.00477213031922402,0,0.470067029098482
"0",0.0016608029152742,0.0118391093040755,0.000877771531389688,0.432985744493632,0.0767154004413742,0.00108201189654814,0,0.00477213031922402,0,0.470067029098482
