"","B.cell","Dendritic","Endothelial","Fibroblast","Macrophage","Mast","myocyte","other","T.cell","tumor"
"26",0.0179267242292102,0,0,0.482940564119457,0.0870439353717368,0.00164909125048906,0.18174743022285,0.00974505715459741,0.012194168437459,0.2067530292142
"0",0.0179267242292102,0,0,0.482940564119457,0.0870439353717368,0.00164909125048906,0.18174743022285,0.00974505715459741,0.012194168437459,0.2067530292142
