"","B.cell","Dendritic","Fibroblast","Macrophage","Mast","myocyte","other","other.1","T.cell","tumor"
"25",0.0253427570752405,0.0210916876612552,0.433175048322718,0.00206456465349947,0.0150543627893158,0.00809551511974684,0.0180152384168159,0.00180385150689225,0.279773774429119,0.195583200025397
"0",0.0253427570752405,0.0210916876612552,0.433175048322718,0.00206456465349947,0.0150543627893158,0.00809551511974684,0.0180152384168159,0.00180385150689225,0.279773774429119,0.195583200025397
