"","B.cell","Dendritic","Fibroblast","Macrophage","Mast","myocyte","other","other.1","T.cell","tumor"
"25",0.0434716932230557,0.0138816543334833,0.467910436356143,0.0100194489037067,0.0129679464052784,0.00944224111532618,0.00904784271579998,0.00182561866368249,0.180085395394846,0.251347722888678
"0",0.0434716932230557,0.0138816543334833,0.467910436356143,0.0100194489037067,0.0129679464052784,0.00944224111532618,0.00904784271579998,0.00182561866368249,0.180085395394846,0.251347722888678
