"","B.cell","Dendritic","Fibroblast","Macrophage","Mast","myocyte","other","other.1","T.cell","tumor"
"25",0.0198859900225124,0,0.29209154906253,0,0.0119047039588999,0.0161338819266114,0.28030776612018,0,0.192584475809643,0.187091633099623
"0",0.0198859900225124,0,0.29209154906253,0,0.0119047039588999,0.0161338819266114,0.28030776612018,0,0.192584475809643,0.187091633099623
