"","B.cell","Dendritic","Fibroblast","Macrophage","Mast","myocyte","other","other.1","T.cell","tumor"
"25",0.0552957435744551,0.0192455104631943,0.419518101340332,0,0.00825596457590888,0.0402069751316931,0.219868955164949,0,0.0840033914865595,0.153605358262908
"0",0.0552957435744551,0.0192455104631943,0.419518101340332,0,0.00825596457590888,0.0402069751316931,0.219868955164949,0,0.0840033914865595,0.153605358262908
