"","B.cell","Dendritic","Fibroblast","Macrophage","Mast","myocyte","other","other.1","T.cell","tumor"
"25",0.0244551836682714,0,0.382482505005184,0,0.0125760373691584,0.0118033417926688,0.34685572360256,0,0.207322959460759,0.0145042491013985
"0",0.0244551836682714,0,0.382482505005184,0,0.0125760373691584,0.0118033417926688,0.34685572360256,0,0.207322959460759,0.0145042491013985
