"","B.cell","Dendritic","Endothelial","Fibroblast","Macrophage","Mast","myocyte","other","T.cell","tumor"
"16",0,0,0.217541317651251,0.107078601501311,0,0.0264840506290358,0,0.0216516954988149,0.536191581657,0.0910527530625882
"0",0,0,0.217541317651251,0.107078601501311,0,0.0264840506290358,0,0.0216516954988149,0.536191581657,0.0910527530625882
