"","B.cell","Dendritic","Fibroblast","Macrophage","Mast","myocyte","other","other.1","T.cell","tumor"
"25",0.0203109398841359,0,0.243115353179369,0,0.010725024579287,0.00945322888672732,0.398006672983065,0,0.185339244703071,0.133049535784344
"0",0.0203109398841359,0,0.243115353179369,0,0.010725024579287,0.00945322888672732,0.398006672983065,0,0.185339244703071,0.133049535784344
