"","B.cell","Dendritic","Endothelial","Fibroblast","Macrophage","Mast","myocyte","other","T.cell","tumor"
"TCGA-QK-A8ZB-01A",0.0182526953754524,0,0.0135230217060443,0.0775836050313556,0.0112716150691502,0.000264097660475895,0,0.00740148029679793,0,0.871703484860724
"TCGA-CV-7432-01A",0,0,0.00319761195176078,0.00643722042412705,0,8.55273491898212e-05,1.93820276558672e-05,0,0.000188146854476882,0.99007211139279
"TCGA-CV-7089-01A",8.78299504698919e-05,0.000161480321509821,0.0281562184411044,0.00331038873780758,0.00688827130195607,0.000668421887144968,0,0,0,0.960727389360007
"TCGA-CV-6939-11A",0.000891127958200149,0,0.0349617411523303,0.0757626038231899,0.0116290675011867,0,0.858442554157543,0.0177912867167284,0,0.000521618690820988
"TCGA-BA-4075-01A",0,0,0.00760233101219552,0.0177790022270192,0.0122455253830983,2.79873475073094e-05,0.00571524208063199,0,9.45144387026588e-05,0.956535397510845
"TCGA-T3-A92M-01A",0.00889461878925478,0,0.0171752659775163,0.122383951857186,0.0629162486103485,0.000127433083234078,0,0,0,0.78850248168246
"TCGA-BA-4078-01A",0.000389084403151483,0,0.0452697091954646,0.196647476206433,0.0652057508880615,0.000180725449422996,1.55129753189804e-05,0,0,0.692291740882147
"TCGA-CV-7100-01A",0,0,0.028943397988065,0.0769202548370796,0.0660863358014946,0.000156441263141443,7.98406110714717e-05,0,0.00288482553739898,0.824928903961749
"TCGA-MZ-A7D7-01A",0,0,0.00291245171830291,0,0,0.000163980509079393,0,0,0.000821090304745326,0.996102477467872
"TCGA-QK-A652-01A",0,0.000788918702119956,0.0227011891781258,0.026693216249777,0.0128200438779265,0.000539661970275961,0.0922621209888028,0,0.00452498543858065,0.839669863594391
"TCGA-CV-6433-01A",0.00459074007654684,0,0.0201455415501728,0.0176857653269666,0.200428418791535,0.000155781712507307,0.000431420376963827,0,0.00827216583573052,0.748290166329578
"TCGA-CV-7416-01A",0,5.63616319264099e-05,0.0232845778510561,0.144502627799824,0.0319761654654484,0.000118337593391192,1.2297046448536e-05,0,0.000243013141846545,0.799806619470059
"TCGA-CV-A6JY-01A",0.00208507231609235,0.000117717971400988,0.00943311356129495,0.00313590749956842,0,0.000639240571783263,0.000109879583879322,0.00185288099319044,0,0.98262618750279
"TCGA-CR-7399-01A",0.00127227962359622,0.000827427952028109,0.0209640845970739,0.0457567934239524,0.221710217437236,3.53746521933782e-05,2.26472883939457e-05,0.0016506705692767,0.0211580709045261,0.686602433551724
"TCGA-CV-7568-01A",0.000322857826861534,0,0.0133130272333651,0.132350920584204,0.0104762207711799,9.3929633576193e-05,0.00992064991077861,0,0.00642947098020131,0.827092923059834
