,B cell,Dendritic,Endothelial,Fibroblast,Macrophage,Mast,T cell,myocyte,other,tumor
18,0.12327276224936534,0.08147384362582975,0.04175149289898791,0.09521535272538367,0.15077848088569953,0.07003581780861387,0.12374409445629844,0.11367367507354424,9.109100216254661e-10,0.20005447936536727
