,B cell,Dendritic,Endothelial,Fibroblast,Macrophage,Mast,T cell,myocyte,other,tumor
20,0.12923401437226215,1.725823229748048e-05,0.08747562614560185,0.1100856312880568,0.13749459053928167,0.00011251275132463797,8.270408796153562e-08,0.020622125227724424,0.07975386752340187,0.43520429121596127
