Mixture,Fibroblast,tumor,B cell,myocyte,other,Macrophage,Endothelial,T cell,Dendritic,Mast,P-value,Correlation,RMSE
6,0.0848389540678462,0.202119687888275,0,0,0.476671810385912,0.0348394190663267,0.117240382863908,0,0.0842897457277318,0,0,0.618999629471566,0.784815918108449
16,0.441441059539637,0.0419010473935397,0,0,0.0944341937600533,0,0.146679177769599,0.22383288839591,0.0517116331412614,0,0,0.799278423931894,0.726991703349967
17,0.14991967601596,0.422410347143424,0.0106633699686941,0,0.230088455190453,0,0.146932757281592,0,0.0399853943998779,0,0,0.691538518198474,0.721670930800233
18,0.13771050861446,0,0.0232864441555243,0,0.38807186524407,0,0.0576401737634241,0.320126110260986,0.0731648979615359,0,0,0.760340429235586,0.741406700298265
20,0.0244864022351829,0.340617941779861,0,0,0.587337792379563,0,0,0,0.0475578636053932,0,0,0.648402779120977,0.772717069730618
22,0.285234325155495,0.445066781005167,0.0374951800450875,0,0.217317636631324,0.00136996858696287,0,0,0.0135161085759645,0,0,0.679647987190427,0.732920656787409
25,0.521467894597215,0.118176926118805,0.0107893460990281,0,0.0727344503527785,0.00591652582481372,0.0338259584756829,0.158777843105197,0.078311055426479,0,0,0.774362777572021,0.728748453468539
26,0.410400331302941,0.211683886438308,0.00391040814899221,0,0.316307768468314,0,0.00607914695954073,0,0.0516184586819049,0,0,0.677709198200115,0.745897380698148
28,0.818859952472501,0.0630729536475472,0.00375885244361837,0,0.0687309884406825,0,0,0,0.0455772529956512,0,0,0.819862999949336,0.654459320435374
