Mixture,Fibroblast,tumor,B cell,myocyte,other,Macrophage,Endothelial,T cell,Dendritic,Mast,P-value,Correlation,RMSE
6,0.123438627968436,0.368582353707265,0,0,0.339950106129262,0,0.14865362522843,0,0.0193752869666065,0,0,0.567490813200609,0.824552612306652
16,0.346805223812578,0.10912154114719,0,0,0.0857518756477143,0,0.200201994489891,0.247543752351383,0.0105756125512446,0,0,0.766782637060291,0.742592042054455
17,0.114477139216315,0.503616718900813,0.0253852173172424,0,0.256458750060888,0,0.0784354695919887,0,0.0216267049127535,0,0,0.663924178314177,0.747678415501602
18,0.143355844539965,0,0.0244355086837633,0,0.348276831751871,0,0.0780726297793991,0.405859185245002,0,0,0,0.78128849840764,0.72159237983643
20,0.00181316689262761,0.879595863317044,0,0,0.10828025930453,0,0,0.0103107104857985,0,0,0,0.596581001821332,0.877366123094343
22,0.16715024013815,0.653375182417408,0.00186344324137706,0.00163072064331758,0.148552610017434,0.0155706377410839,0.00775903576446283,0,0.00409813003676698,0,0,0.638846546872318,0.779042775742451
25,0.480446829603683,0.174924679291168,0,0,0.113030407816818,0,0.0218860106524785,0.18917197259253,0.0205401000433226,0,0,0.720870518713664,0.757403574958396
26,0.343205833711243,0.361372895024476,0.00387101886694225,0,0.24585849421743,0,0.00787193363554002,0.0125817435311855,0.0252380810131833,0,0,0.627211435351526,0.780326484651536
28,0.75241284325942,0.13647567721884,0.0114747538621738,0,0.0693553901579336,0,0.0119688903680384,0,0.0183124451335946,0,0,0.781888142241297,0.699231354129266
