Mixture,tumor,Fibroblast,Dendritic,other,T cell,Mast,Macrophage,myocyte,Endothelial,B cell,P-value,Correlation,RMSE
6,0.250420470675072,0.160042051422057,0,0.260965351955418,0.000842739513056024,0.00136136928348513,0,0,0.326368017150912,0,0,0.749397843850215,0.679697353479104
16,0,0.291559398026311,0,0.0257465438826993,0.325135263810213,0,0,0,0.356411341359025,0.00114745292175131,0,0.789493731316071,0.691840533720923
17,0.417061209592117,0.154599857771274,0,0.374013126094209,0.0520847247176902,0,0,0,0,0.00224108182471061,0,0.706714916462469,0.707216385233858
18,0.199151906592651,0.0398212667581624,0,0.559579319066031,0.162889740747634,0.0071871370669305,0.0291304081867297,0,0,0.00224022158186066,0,0.763309413387034,0.657377826140615
20,0.68606492375614,0.0644367781221989,0.00315949751133452,0.246338800610326,0,0,0,0,0,0,0,0.665860153636391,0.780184077898831
22,0.393466117670296,0.232394572902092,0.00828440200372375,0.360653267401698,0,0.00441350201203789,0.000788138010152728,0,0,0,0,0.711903923584228,0.701816409251072
25,0.17665838714591,0.629388640355675,0.0192971420218237,0.16015778267354,0.00206622927375781,0,0,0,0,0.0124318185292942,0,0.7777590960333,0.663546390777315
26,0.293270786534675,0.426890167898804,0.00572426595963015,0.230645884275423,0.0054212387188938,0,0.0337673074805386,0,0,0.00428034913203541,0,0.720535927982161,0.70275178599398
28,0.019294088019794,0.803772265929487,0.00662576170743133,0.11494645709922,0.0137556758884761,0,0.000240577819279281,0,0.0257921380128925,0.0155730355234191,0,0.830810530055967,0.612747766086334
