"","B-cell","Dendritic","Endothelial","Fibroblast","Macrophage","Mast","myocyte","other","T-cell","tumor"
"TCGA-BB-4224-01A",3.15183065937902e-06,3.8611103986284e-05,0.00673544087299296,0.0072579200205715,0.0243513849230599,0.000242402032337235,0.008027698979215,2.48244575082387e-06,1.1666148075748e-05,0.953329241643351
"TCGA-H7-7774-01A",0.000225093889639715,1.74811501826835e-05,0.00838111749039342,5.67476543231028e-06,0.0270175068464305,0.000895275785753304,7.12446922503695e-05,3.7841626066666e-06,0.00104590293012575,0.962336918287185
"TCGA-CV-6943-01A",0.00496221249763706,3.15748391744803e-06,0.0212626615156539,0.518851254261585,0.0888825237029713,0.00119079167631107,0.000400540633109631,4.62558369895048e-07,0.00207948991671936,0.362366905753726
"TCGA-CN-5374-01A",0.00937583882814068,0.00101728542202579,0.0214092674355179,0.0206416079863867,0.0301326974792228,0.0010557184812782,0.0144605060726013,5.7346669059211e-06,0.0215583108373019,0.880343032790619
"TCGA-CQ-6227-01A",1.1533554732301e-05,3.8867524735522e-06,0.047288362560292,0.274691182796515,0.0163893008275059,0.000697573395034969,0.146414216458313,1.33628700757256e-06,5.46489361963069e-06,0.514497142474506
"TCGA-CV-6959-01A",0.001684037818353,4.94720177391102e-06,0.0359988514455394,0.112765042237732,0.0533793080169866,0.000411356592870729,0.157777373861311,1.4207304560841e-06,4.44887152843616e-06,0.637973213223449
"TCGA-F7-A61V-01A",0.000912025397720113,5.17339390353275e-06,0.0119643059755751,0.0159382811123342,0.00811871812164873,5.82679752657818e-06,0.0540606904080927,0.0215904356247807,0.00174922734342424,0.885655315824994
"TCGA-CV-7413-01A",1.78692438417408e-06,5.38159983616549e-06,0.00408265044091996,0.323083666387132,0.0381177918214244,0.000216699401605086,6.15177698740639e-07,4.43802627520158e-06,5.05661297782784e-06,0.634481913607746
"TCGA-CV-7247-01A",7.63076909143722e-07,1.15824813658102e-05,0.0388994835365597,0.199727002703813,5.24372718954724e-06,3.51119987465192e-05,0.183067321108479,3.57390764594961e-05,9.52760414357937e-06,0.578208224686334
"TCGA-CR-5249-01A",0.0121290976977,0.00188119529465666,0.0272726839751455,0.062132038722339,0.0575193111524854,0.00186525452351591,9.13124138784204e-07,1.80469165336067e-06,0.0194645053725975,0.817733195445768
"TCGA-CQ-5331-01A",0.00100866678743459,1.33809000844651e-06,0.0297063517776076,0.0431807308909792,0.115692640318314,0.000113289397042683,1.03719259780516e-06,6.69630446748335e-07,1.08336425792089e-06,0.810294192551311
"TCGA-BB-8601-01A",0.00324630919831776,2.06417286336405e-05,0.0111223991712433,0.00493332787323916,0.00097356547568958,0.00152900975591474,6.85712126330143e-06,3.92645192707914e-05,0.000583228074912691,0.977545397081515
"TCGA-CV-A45W-01A",0.0694321707636164,1.09107886087671e-05,0.0592875803367527,0.13751922821818,0.0514331909865244,0.00119210955715475,4.29907626045634e-06,0.000217642443961202,0.00909626336333798,0.671806604465603
"TCGA-CQ-7063-01A",2.58207009947299e-06,1.20232592738084e-05,0.0162136819282614,0.0199407192690774,0.102168885463023,0.00106671148381205,9.45864456091133e-05,2.05111203720604e-06,3.99212042199893e-06,0.860494766848385
"TCGA-CN-5373-01A",3.32213351500564e-06,4.61060808084481e-06,0.00925277934381372,0.277171026679007,0.0389366164057212,0.00066281417516703,0.00215082042055906,1.05169249012113e-06,5.63663995476711e-06,0.671811321901691
"TCGA-CV-A45T-01A",0.00825103470907065,0.0015003056116326,0.0320415570109541,0.0740212773762669,0.0784753438809557,0.000911308748508198,0.0389735997716166,0.000757829421606049,0.0148083594425078,0.750259384026882
"TCGA-HD-A4C1-01A",0.00125796925154641,2.49295947506397e-06,0.0142321972817475,0.13954762973662,0.00890826133270534,8.84169374907906e-07,1.30061311553611e-06,1.5002912778118e-06,2.50474021623987e-05,0.836022716961975
"TCGA-CV-7438-11A",0.00291343449563277,0.000109482598402598,0.0102636830970542,0.00187849818961027,0.0579285345209017,0.000740412796615809,0.0099059037621582,0.00278095635476985,0.00140677230728324,0.912072321877571
"TCGA-CV-5444-01A",2.63640950120697e-06,1.49354478116779e-06,0.0181823865417689,0.638762615060131,0.0684173950006934,0.000223009909789166,0.0557338197467085,9.42604063989203e-07,1.65698847919402e-06,0.218674044194083
"TCGA-BA-5556-01A",0.00212125446164645,0.00047012581322932,0.0288435967155393,0.0696099608678225,0.105007868126687,0.000566699265624609,7.84530839579887e-07,0.000427798716768474,0.00288287777127912,0.790069033730564
"TCGA-P3-A6SX-01A",3.51901997283663e-06,3.88984256745612e-06,0.0100231566174724,0.162484551936964,2.30610689507821e-06,0.00025967414005016,0.0343833380087612,1.26617148128809e-06,3.48414937019184e-05,0.792803456662134
"TCGA-CV-7242-11A",0.000132557076910114,2.0389853549766e-05,0.0190491835621327,0.0108729096478763,0.0325237325188999,0.000449662070612202,0.00161907993524554,1.94836051690099e-05,0.00151106678923368,0.933801934940371
"TCGA-DQ-7592-01A",2.42660468618724e-05,0.00250488700621477,0.0118720075257998,0.194315537391615,0.0138682919700382,0.000435820016900531,0.0358900008970498,1.11652530829121e-06,0.00188566964267692,0.739202402977535
"TCGA-CV-6937-01A",1.93182440061678e-06,0.000327596949297355,0.00821344939245065,0.311189431017655,0.0299934342636632,0.000188706569745855,4.53475754061025e-05,0.000357382282151828,4.22318406898476e-06,0.649678496941161
"TCGA-QK-A8ZB-01A",0.0155849420309597,3.72660491371208e-06,0.0152459891532632,0.166064832702653,0.0119983569938311,0.000697674313828718,7.52633206269298e-07,0.00695496885857459,0.00066739158004762,0.782781365128722
"TCGA-CV-7432-01A",1.06321838594366e-06,6.93039693909918e-05,0.0128886983799575,0.0433244940609929,0.00367174867919589,0.00035864898962346,7.74583302810476e-05,2.1183991798114e-06,0.000361635614164796,0.939244830358828
"TCGA-CV-7089-01A",1.44272984142173e-05,1.07176393862863e-05,0.0295918392214733,0.0221479335389445,0.0254462804341886,0.00150865180663901,2.02243614830053e-06,2.09260015619387e-06,0.000435149361221606,0.920840885663428
"TCGA-CV-6939-11A",0.000147802991839277,6.71327052353238e-07,0.0411273294495345,0.0359237324558457,2.59640520665717e-06,4.29733635926646e-07,0.805093448612898,0.117683268633655,5.7847205280065e-07,2.01419182801169e-05
"TCGA-BA-4075-01A",1.04825126911242e-05,0.00158052247879813,0.0189078183642047,0.0709200624127854,0.0263795664213689,0.00014240652759647,0.0131532619055598,7.31531035639192e-06,0.00179787268620752,0.867100691380432
"TCGA-T3-A92M-01A",0.00634401745563185,4.19487582407185e-06,0.00824555607636843,0.45634507244878,0.0579089294970084,0.000310707609642765,5.51028903339864e-07,1.22613252578058e-06,0.000122354749730861,0.470717390125584
"TCGA-BA-4078-01A",1.12041265935054e-06,1.20564298153438e-06,0.0179703794291588,0.559621623984423,0.0190782393485314,0.000628971213260069,5.9942457533814e-07,4.99859708267307e-07,0.000150551978348191,0.402546808706354
"TCGA-CV-7100-01A",8.51675138505024e-07,1.00658990036178e-05,0.0255792111856056,0.32741770810235,0.0257427679739824,0.000406815439829371,1.12783206246601e-06,7.28269715326293e-06,0.0103499025042758,0.610484266690598
"TCGA-MZ-A7D7-01A",0.000259573796158788,0.000151309430739755,0.0019803041199827,0.00654141705219906,0.00200752786595106,0.000532185715059092,1.70208264118916e-05,0.000450073782474063,0.000521838387996096,0.987538749023028
"TCGA-QK-A652-01A",5.44327644882697e-06,0.000228813887350218,0.019714604324478,0.0846729602963697,0.0290671746522941,0.000914067259741325,0.176528001395109,2.55953695789151e-06,0.0033673803750856,0.685498994996166
"TCGA-CV-6433-01A",0.00618571430767099,0.0321949159532838,0.0164056124169959,0.0122631976087928,0.0768712285611482,0.000412333398358865,9.33612435454168e-05,0.00150693195477023,0.0513829540370918,0.802683750518342
"TCGA-CV-7416-01A",3.90913001368771e-07,1.7739083958394e-06,0.0122271023739085,0.447905062090313,0.0242515073899572,0.000221432494722493,4.30524772127993e-07,1.32233663081929e-06,1.4407359533785e-06,0.515389537232345
"TCGA-CV-A6JY-01A",0.00145120208401351,8.665592227868e-06,0.0140759973883033,0.00028475833239051,0.00425238383986313,0.00139741281238898,0.000336784603717276,0.00336533458929818,0.000458434890064689,0.974369025867733
"TCGA-CR-7399-01A",0.000447859260468225,0.00587766897882983,0.0202870188447289,0.0855179283818543,0.11671051815889,3.83990217993396e-05,2.5115258011054e-06,0.000347013314795023,0.0288801772971196,0.741890905215714
"TCGA-CV-7568-01A",1.6423796128813e-05,1.75281789319984e-06,0.0088693495874007,0.405566436677582,0.00911026342613836,0.000247414819641859,0.0342057116548967,8.46961726141295e-07,0.000905604828079706,0.541076195430513
"TCGA-KU-A66S-01A",0.00169463577941199,0.000248749575001858,0.0632776291892785,0.151322448426256,0.0100760473745434,0.0057364127886438,0.0013873111086474,0.00954978620729566,0.0228644968755456,0.733842482675376
"TCGA-QK-A6VC-01A",0.00527275109129771,0.00544872839700531,0.0181805499750962,0.107654413475688,0.0371323020908698,0.000841665796103909,1.45556953877723e-06,1.19041136530863e-05,0.0104122107398944,0.815044018750853
"TCGA-CN-6998-01A",1.17884040330551e-06,2.82683677241312e-06,0.00609825307211468,0.0008801141967022,0.00271337397327954,3.17258797106166e-05,0.0119989280250071,1.04480441023109e-06,0.000678599992227275,0.977593954379373
"TCGA-CV-6941-01A",0.000402314252983141,2.52293910828648e-06,0.00672625235529035,0.386516065463571,0.0231685255572681,0.0015597562656558,0.000878081729496851,0.000230204060638595,2.01227192134012e-06,0.580514265104067
"TCGA-CN-4727-01A",1.58211373955377e-06,1.85058813430923e-05,0.0308398291571461,0.216502697835447,4.91780826416928e-06,0.000117871258727557,0.00213955440936433,9.37291475618803e-06,0.00055474390046325,0.749810924720749
"TCGA-BB-A5HY-01A",1.44724322241626e-06,1.50670495700912e-05,0.0120283632906283,0.235638538728959,0.00988746904675404,3.01536128862572e-05,0.00239547656291139,4.68790797561772e-06,0.00188222894057073,0.738116567616522
"TCGA-CV-7263-01A",0.00238464602269751,2.49118875899755e-06,0.0220161123918801,0.334636254776258,0.0397303383786725,0.000737572831568989,0.0480665971871813,1.67955069456879e-06,6.11088928360264e-06,0.552418196783005
"TCGA-H7-A76A-01A",0.0155340944955417,0.00230884069319947,0.0118218348308743,0.419804520826135,0.14742572280992,0.00105568526498154,9.63721740117478e-07,1.72481665589008e-06,0.0111019404755445,0.390944672065408
"TCGA-CN-4723-01A",0.0187728428128901,3.97086253995873e-06,0.0260862981434919,0.326005082917464,0.0376022639209659,0.000980434854189438,1.00152901051765e-06,0.00117522687495353,0.00353941906310029,0.585833459021394
"TCGA-CN-6997-01A",4.38881281263263e-05,9.45546219848895e-06,0.0170432303721102,0.189330646861508,0.00592546963803433,0.00142488621313247,1.7905663095502e-06,0.00121049506568433,0.000781986563100819,0.784228151129796
"TCGA-CN-5364-01A",4.99229641514801e-07,0.000106552280175875,0.0174363872069425,0.189362691528986,0.0203853419985051,0.000309931142668765,0.0287353097591472,1.84562289571746e-06,0.000688119840103222,0.742973321390934
"TCGA-CN-A63V-01A",1.31078396159224e-06,1.18307301737882e-06,0.00803877083635399,0.594141807800641,0.00901657773257182,0.00040818003712898,0.000378105851124125,4.25124370274137e-06,1.87874507595625e-06,0.388007933896422
"TCGA-CQ-5325-01A",0.0174604451034031,0.00117021872787862,0.0280871794913291,0.193976230962085,0.135327169024619,0.00155851296556697,0.140132020461952,2.51202905258881e-06,0.00431042872564652,0.477975282508468
"TCGA-CR-7386-01A",6.57515353698676e-07,1.04191905140934e-06,0.00855472849787225,0.634213434780141,0.0595948044190401,0.00104108261692465,0.00151046271658003,6.52736412162529e-07,1.04780892959928e-06,0.295082086989696
