"","B-cells","CD14-cells","CD8-cells","Endothelial","Fibroblast","Macrophage","Mast","NK-cells","pDC-cells","Tconv-cell","Treg-cells","tumor"
"TCGA-CQ-5329-01A",0.000654454403032036,2.46451203162145e-06,8.26269706520622e-05,0.0440779507048801,0.215182887513084,0.141945712393732,0.000482742182908491,5.14858682357894e-06,1.38631513352064e-06,0.00221402055762129,0.00348181813648728,0.591868787723615
"TCGA-H7-8502-01A",8.74220481842334e-07,6.15282816468895e-06,0.00617892552238531,0.0576178116806301,0.152028700049862,0.0132303792901775,5.99441753927566e-05,0.00234914797946577,3.96806892044601e-06,9.94548337240888e-07,3.76182504108404e-06,0.768519339811142
"TCGA-CN-6989-01A",2.33515448193426e-06,1.05481487229462e-06,0.000344817462854809,0.0495988172066303,0.464043850259421,0.112785985346984,0.000255810436169466,0.00210588775234094,1.14431163449637e-06,0.0193815710579488,7.49146598575518e-06,0.351471234730677
"TCGA-CN-5360-01A",0.00441955009995561,6.76052771588786e-06,0.00423652339996167,0.0917080245594957,0.0729595413198946,0.215906138089336,5.31781920383829e-07,9.97069907636557e-06,3.6230095518067e-06,0.113429087260711,0.000281566478825673,0.497038682773555
"TCGA-CV-7097-11A",1.09696988272848e-06,4.15624818345113e-07,3.08246592263523e-07,0.063719539859595,0.150921048614907,0.00922231804907893,1.95662424688667e-07,3.02834219787713e-07,0.0024419516006378,0.721097609684181,2.74942827925157e-07,0.0525949379108344
"TCGA-CV-7429-01A",7.04417181224292e-07,6.67694343704696e-07,0.00172282520403273,0.10071195626046,0.282970785171708,0.0707951613909425,1.52514923241178e-05,0.00855864750941396,2.8970321827839e-06,0.00436810240026045,2.69720488832699e-05,0.530826029378267
"TCGA-H7-A6C4-01A",0.000435157836001287,0.000358166835227087,0.00128747090909328,0.0249407962653266,0.0527183318387035,1.18096164222677e-05,0.000480398564524347,0.000359311295710657,0.00021909259191058,0.181577313518103,2.03660652849926e-06,0.737610114122449
"TCGA-BA-5153-01A",0.00547239286775674,0.0170236880339992,0.030914706357352,0.110583940602249,0.0643068125467592,0.0583143417709852,0.000243855362650558,0.00534289244142781,0.0344845683688273,6.14637501782578e-07,0.00246273508784457,0.670849451922646
"TCGA-BB-8596-01A",1.07218387994685e-06,1.66699170778645e-06,3.06905132454639e-06,0.0779580533710702,0.428960032998155,0.117662675093189,0.000415778752297324,0.00102100951771619,1.02431024239999e-06,0.022099962614116,3.35450941138981e-06,0.35187230060689
"TCGA-CR-7369-01A",0.00216133913784755,5.7329897482424e-06,0.00878507208187355,0.0476866238549028,0.126641581494138,0.0104448581927153,0.00131329448550374,0.00634287833339657,0.0037871264449259,8.90122192251493e-07,0.000112603495283431,0.792717999367472
"TCGA-CQ-7071-01A",0.00114192423274108,9.46434237446539e-06,0.00398688393768968,0.0174473109407847,0.101050399463789,0.0423999085370181,0.000175456957708861,0.000551952403427847,0.000693216657017909,4.23289920981723e-07,0.000103048972234935,0.832440010265293
"TCGA-BA-A6DB-01A",1.55848827604336e-05,0.000889016062072528,0.0148945194508324,0.0403830593080786,0.105067502274769,0.051194587593687,0.000952371290175719,7.58540838135605e-06,0.00534794629714472,0.165046625854665,0.00671419400475378,0.609487007572679
"TCGA-CV-A6K1-01A",6.28936282196199e-05,2.5867187844263e-06,0.00363484516874055,0.0263001043378759,0.0322709022086302,0.00674127634233619,0.00023607819018969,0.00148219520025278,0.00137582974194479,9.38736165189876e-07,0.00394838208413203,0.923943967642729
"TCGA-MT-A51X-01A",0.000270832453211304,1.95379717443202e-06,0.00301245470005583,0.0227082462118541,0.0990841289122366,0.00164313218012275,0.000436041712142384,0.00180906713616517,0.000836898606203399,0.00852972424661794,0.000266907900990178,0.861400612143226
"TCGA-4P-AA8J-01A",0.00281472146402984,1.64244533768924e-06,0.00170067692081668,0.0331343618986647,0.412014888051115,0.0573399004564138,0.000718103035040038,6.19527252669322e-06,0.00183511757458604,0.0173275977979117,0.00619027139345402,0.466916523690104
"TCGA-CV-5439-01A",0.000149420294956825,0.00196138633378264,0.00376234569456776,0.0285075246047881,0.00727565435816761,0.0457693460652324,0.000220467175002425,3.45623320147716e-06,0.00904919338170251,5.46098287466219e-07,0.000134551027121646,0.903166108733189
"TCGA-BA-A4IF-01A",0.000109671194187227,2.96400480622151e-06,0.00256959808027329,0.0311032521784384,0.0946495692717124,0.000658416741976528,7.53024161257027e-06,0.00129129254091409,0.00130725669333296,0.00641043246324607,2.22645452643535e-05,0.861867752044236
"TCGA-D6-A4Z9-01A",0.000570752375219732,2.60111538198067e-06,0.00276263917460104,0.0368835289168737,0.0788714708749439,0.0133773594027019,0.000376080282093212,0.00327141524912488,2.12911334314083e-05,0.0081683109636274,0.00341492345428914,0.852279627057712
"TCGA-CV-7437-01A",0.000252345463622653,5.95989156717628e-06,0.000189751236391042,0.0158435211379036,0.0291658305141995,0.0137309768163566,0.000262871488231425,0.00214263485263182,0.000825331799836596,5.83894387957527e-07,0.000520812677167984,0.937059380227704
"TCGA-CR-6484-01A",0.00460017721388052,0.00456397266467023,0.00755485660777541,0.0577178419992729,0.252335984457253,0.157797781377596,0.000578803356995695,3.81619949328835e-06,0.0145070049057259,2.87873475256203e-07,0.00413228460529412,0.496207188738568
"TCGA-CV-7245-01A",4.68802918458215e-07,1.88443692357068e-06,0.00232906858718313,0.0297802079024391,0.142421571650556,0.00066076608785919,0.000595633566981813,0.00422458373050885,0.000881038161580233,4.33691269191878e-07,9.02372811765782e-05,0.819014106100603
"TCGA-CQ-5327-01A",0.000221050329043843,8.08114084479794e-06,0.00527329255989347,0.0382680610405531,0.0317675335986487,0.106710300060583,0.00018528204110485,2.21659759055971e-06,0.00141589499465907,0.0106817102650559,0.00527727723065477,0.800189300141368
"TCGA-DQ-7588-01A",7.76310508577183e-07,1.28143702342366e-06,2.99818247898466e-05,0.00569322617684121,0.00479682054747733,9.05384011431544e-07,3.82770994045101e-05,0.000871823195761348,6.77277820777899e-07,7.00663569147266e-07,8.95374905211506e-06,0.98855657633374
"TCGA-CR-7373-01A",0.00272839657095663,4.44410498997813e-05,0.0233067299441637,0.0653286674971393,0.0301091532026105,0.0870536618931634,0.000142374185657572,0.000219358677595595,0.00280844346865122,4.24127550510688e-07,0.00024472615995835,0.788013623222653
"TCGA-CX-7085-01A",0.01003282964283,1.72511555737452e-05,0.0141646040707333,0.0610042883672425,0.335411018514835,0.0872628329800205,0.000634302797413251,0.00554999524410317,0.00533268407862522,0.036908131766228,0.000562967027974966,0.443119094354421
"TCGA-F7-A50J-01A",0.00025256202430202,4.29317546274629e-05,0.00787920476604386,0.01786272764911,0.059245900059356,0.00739415433635419,0.000305282192958216,0.00302721920981145,0.000728640421697824,0.000284396598988773,0.000562978833797809,0.902414002152952
"TCGA-CQ-6228-01A",0.000976956994557436,3.25933354417067e-06,0.00291038018331126,0.0359696481000158,0.12419566865473,0.0124392152688533,0.00020072666004541,0.00690361693071082,0.00289746056200587,4.84662336656158e-07,3.19220576888671e-06,0.81349939044412
"TCGA-CQ-6222-01A",1.60654481327233e-07,7.7053301625495e-07,4.51830660235702e-07,0.0154350063603729,0.0209265883285325,0.0596004617095462,1.59596180625607e-07,2.51067062260499e-07,1.47879818740508e-05,0.53518613790786,4.10942447173554e-07,0.368834813087966
"TCGA-IQ-7630-01A",3.07507917094238e-07,2.32860303156731e-06,0.00414807176114705,0.0150004425777232,0.139847129371353,0.0359638101004911,0.00011525907415869,0.00364127315348557,3.98029619256259e-05,5.69821095016114e-07,0.000634805186217759,0.800606199881454
"TCGA-CV-7103-11A",3.6626762344361e-07,4.72903520812863e-06,0.00132521629364932,0.0354702514535418,0.0223998514638734,3.62958174570523e-05,7.60208544907766e-07,0.00105241651670781,0.00159351761083529,0.079664078924252,1.58162669758235e-05,0.858436700141331
"TCGA-D6-A6EP-01A",0.00360016374904386,8.82349735489151e-07,0.000250580678936344,0.0421510382908544,0.6159781451007,0.017362982152546,7.14902807621161e-05,0.00201869949676762,0.00346681816705079,4.91844594237221e-07,4.54574820659039e-05,0.315053250406943
"TCGA-CV-7250-11A",1.78376768179629e-07,4.98460630687007e-07,4.61563072714251e-07,0.00192394586431466,2.51682160397727e-06,1.09388737780396e-06,1.52723788058825e-07,3.8120747485277e-07,1.50286296353314e-06,0.601158197926099,3.44925202649973e-07,0.396910725380704
"TCGA-D6-6825-01A",0.000206978097134646,0.000267630993726938,0.0185694318672431,0.0609208419695695,0.113802570859436,0.087581774803027,0.00075225955443244,0.00188730313484855,0.000519149729133057,0.00830149151401702,0.00490573190715714,0.702284835570275
"TCGA-CV-5432-01A",0.00250403253950736,2.79485807420629e-06,0.00129411148077963,0.0342689044478854,0.0655326059340313,0.0179347136150144,0.00073943449757636,0.00193402969210564,0.000108631829443165,0.00320783959992184,3.1724194600781e-05,0.87244117731106
"TCGA-CN-6013-01A",0.000550501925256009,0.00337342778112832,0.0128283536074885,0.0406119521123129,0.0356927817471738,0.179201222086688,0.000242667604390596,2.53514641117663e-06,0.0275075526463021,0.00755938597985832,0.00331386803044365,0.689115751332547
"TCGA-CV-6939-01A",0.00275093759443266,0.00872045305869565,0.0160126316472565,0.142166509545308,0.104227813870486,0.101900611145804,0.0011526323142746,0.0138427255638175,0.0144483225349144,0.00267886194560414,0.00217745019919018,0.589921050580217
"TCGA-CR-6477-01A",0.000880275040013893,9.56784180923604e-07,0.00473382520623757,0.0406199837984395,0.232565323293687,0.0476372536881257,0.000940043118316562,0.00293282509248851,0.000580551476805609,8.01367017328237e-07,1.39705667163585e-05,0.669094190567971
"TCGA-WA-A7H4-01A",0.000370613265503811,3.3552802604142e-06,5.2535187964161e-06,0.0578042521808507,0.296613801040751,0.0162915172018786,9.89860727349995e-07,0.000479611856649544,3.75983748387227e-06,0.152613171588543,5.3842303538507e-05,0.475759832065018
"TCGA-CN-5358-01A",0.00765550323757166,2.91597843088824e-06,0.0111507681779104,0.0723144882511828,0.450915214912666,0.104739467305465,0.00140325292794913,0.00529908270813444,0.00874378904022086,0.0250955180416397,0.000721220680093534,0.311958778738736
"TCGA-CR-7397-01A",5.16057396852638e-07,8.69347858415515e-07,0.00131580160477639,0.0281102766490151,0.523188844287864,0.0380683286912953,0.000763536684939243,0.000973177622090819,1.11473054434704e-06,0.001775667093577,1.69108422097658e-05,0.405784956388433
"TCGA-F7-A61W-01A",4.82829466440434e-07,2.73646581260368e-06,3.30476318887935e-05,0.0341430102156815,0.0288986281912967,0.00236141643576631,5.11670481221363e-06,0.00213309403829267,6.57827330360295e-06,0.0130649227362977,1.73258215705713e-05,0.919333640655811
"TCGA-BA-5558-01A",0.000127975408547327,3.35241091413101e-06,0.00679523221094396,0.0541515356607391,0.054869943325599,0.0378934867993957,0.00268778400220878,0.00214079010876449,0.00182434733757371,3.35638388251535e-07,0.000485489715093392,0.839019727381832
"TCGA-CV-5976-01A",3.23655149020138e-07,1.03848466079243e-06,3.689947577899e-05,0.0266084685856998,0.161082435604107,0.0123823121076576,3.28203205566387e-07,0.000632219175990526,1.52920488664348e-06,0.0489711445154263,1.37547162279707e-05,0.750269546271209
"TCGA-CV-6954-01A",5.63975404193444e-07,3.8553652359539e-06,4.45186454823205e-06,0.0327690077863524,0.124049099639855,0.102144911522367,8.38588212371313e-07,1.85289693429508e-06,0.000735426287954523,2.83775774177673e-07,1.69444877551749e-05,0.740272763809607
"TCGA-CR-7395-01A",0.00202179948463061,1.54937685869216e-05,0.00978348534189166,0.0529066358866569,0.118911103613961,0.0940956112294619,0.000735055040139974,0.000140526820336681,0.00368103799910562,7.72914527516581e-07,0.00691012156912383,0.710798356331577
"TCGA-CV-7411-01A",0.00043962889194584,1.33119270643949e-06,0.00221596118924374,0.015725514909791,0.0901259155295439,0.00185641999745146,0.000225350260021258,0.000592578569408765,0.000689432213597475,3.15712127766342e-07,3.661871877127e-06,0.888123889662285
"TCGA-D6-A6EQ-01A",0.000497928817279346,2.90255855834105e-06,0.000549370474086194,0.0243538529024004,0.115967769855642,0.0283870908402306,0.000637486830986099,0.00299657688236774,0.00115965622968221,5.24962260803837e-07,0.00472748030772909,0.820719359338777
"TCGA-CV-7095-01A",0.000156007026956409,3.15543037053791e-06,0.000901163605076233,0.0205481750160216,0.0629106740712699,0.00969254330222489,4.02402328086e-07,0.00271030613828025,0.00115832468214046,0.0177160603419398,0.00175693023747445,0.882446257745917
"TCGA-CV-A463-01A",0.000813631874721234,0.000109368316171888,0.00466971063441265,0.0156610532457071,0.013254433756571,0.00123777277824458,0.000177185044994195,0.000181289332702745,0.00109578713691589,1.12740277946965e-06,8.46628996413607e-05,0.962713977577138
"TCGA-CN-4722-01A",0.00302908913980878,8.55562135318007e-07,0.00166176119739301,0.0532669632331086,0.14045498302905,0.00379572370344874,0.000255617910358343,0.00158314018378628,0.000750870221903534,6.57612289352668e-07,4.34584665974167e-05,0.79515687974012
"TCGA-QK-A8Z7-01A",0.00221365133903057,4.74554254881907e-06,0.00114019735535651,0.0529257273497248,0.108480002051614,0.0107102733717881,0.000509472041927922,0.00717753001429032,0.00250112593551416,1.65228365459169e-06,0.00270334393978206,0.811632278774768
"TCGA-CV-6961-01A",2.08346000114123e-07,1.33565129639216e-06,7.89181649487419e-07,0.0440337929845255,0.145696889406951,0.049709966558473,1.3685109145553e-07,1.43866843551428e-06,3.70113759757157e-06,0.172474888166531,2.25465611873038e-06,0.588074598391331
"TCGA-CN-5365-01A",7.16050035458387e-07,2.42911545998811e-06,0.00364152748115806,0.017996340011465,0.0145020042636429,0.0334268552191535,6.4390363525069e-05,0.0021562929365091,0.000467572581205672,4.36512811825326e-07,0.00198325814619219,0.925758177318841
"TCGA-CR-5248-01A",0.0186555138409961,1.02499375810312e-05,0.0786491746235705,0.038965658502425,0.0185691306662571,0.189312376150964,0.000235641677693648,2.85593841662129e-05,0.0100359164292663,6.00027052683811e-07,0.00685733412147481,0.638679844638552
"TCGA-CV-6962-01A",1.39874301394651e-06,1.53132259188762e-06,0.00014364402080822,0.0652304187320209,0.0806127670367793,0.0036009107383426,0.000126608340587853,0.00235711780833754,3.91638981389296e-06,0.000473402632579639,4.22994710777514e-06,0.847444054288016
"TCGA-D6-6517-01A",0.00275559173952638,1.08124844664033e-06,9.89367057465002e-06,0.0448254093576662,0.0665460626826706,0.0599073080574502,0.000156118264212338,0.00365280163282929,8.95850190016733e-07,3.81334758238945e-07,0.000517572806477155,0.821626883355198
"TCGA-CR-6491-01A",0.000998813691167994,3.47777679791965e-06,0.00288635666447002,0.021632938150349,0.0464626030243664,0.000106905167503917,0.000312116051586669,0.000734488081238076,8.21521471952987e-05,3.70521346115958e-06,0.0012617713545233,0.92551467267734
"TCGA-CV-7242-01A",0.0162333124806821,0.000258685905326226,0.0163239724755397,0.0521392721954449,0.0203753870949468,0.0472631192656823,0.00166891103319108,0.0053758532421048,0.0117662899661635,0.00720416234949013,0.00926024894248476,0.812130785048944
"TCGA-CV-A45R-01A",0.000101109652973779,5.81935897222019e-05,0.0101539759815954,0.0452334093287283,0.130464479580485,0.0215744865971327,0.000720460390222466,0.000358470673380943,0.00169645419244441,0.0245136812143505,9.46751715712903e-05,0.765030603627393
"TCGA-KU-A66T-01A",9.95499184359667e-07,1.32603234150217e-06,0.0112540592313374,0.0127919821937282,0.0149444503586023,7.17172858887732e-06,3.02398031131798e-05,4.28941285345396e-06,2.42594668609765e-06,7.93188690703044e-07,1.44279382080474e-06,0.960960823811053
"TCGA-BB-4223-01A",0.00629073070801542,0.0071352491094717,0.0204791547820997,0.0748583738925522,0.0869535073694225,0.075739602150864,0.00025021515353507,0.0170009204824103,0.00810977003581188,1.46115517374469e-06,0.0162139010408279,0.686967114119815
"TCGA-CV-A468-01A",0.00236570038229696,1.43864751805469e-05,0.0286307064595858,0.0248901743223159,0.261423084798243,0.0695573736267338,0.00051866001017612,2.02648264506276e-06,0.0108915900162496,0.0150829085138524,3.48670417512931e-06,0.586619902208545
"TCGA-D6-6516-01A",0.000389130833382217,6.22356930235511e-06,0.00818246974431145,0.0385450171298146,0.0313008199003412,0.0164369790871122,0.00139503614250382,0.000305330927143177,0.00183588448506302,4.10097107829687e-07,0.00129221643524065,0.900310481648677
"TCGA-CQ-6219-01A",0.000112273743175561,3.52365976102874e-06,0.00840949874070362,0.0304982046339193,0.171458308086653,0.181377365507958,0.000535420665468577,2.04888076638426e-06,0.000647965251413299,0.00408194140691952,4.28268597465656e-05,0.602830622563516
"TCGA-CR-6467-01A",0.0165113301643324,0.0219909625626023,0.05957909766333,0.072445204098078,0.0726067670671647,0.0928736207663184,0.000532873186042132,0.0118728314898367,0.0151728665251113,5.0564143275524e-07,0.0152130306686874,0.621200910167064
"TCGA-CN-A497-01A",0.00268862344198282,0.000121909947011525,0.00313569538518829,0.0964371728642415,0.179211346065314,0.0266977029781949,0.00118255529153525,0.00896123172343275,0.0139585342114137,9.52802161048869e-07,0.00399377139569508,0.663610503893829
"TCGA-HD-A6I0-11A",4.70097611205756e-07,8.20650552764563e-07,8.11426701625854e-07,0.0735449452492089,0.209078805202141,0.00504494466990544,2.73099382083079e-06,6.78098390251981e-07,0.00395322549669625,0.339808471750511,9.6068332814155e-07,0.368563135681133
"TCGA-P3-A5QE-01A",0.000257274356755799,0.0818786551689362,0.0438201083489776,0.0476287922625463,0.0124951854301443,0.0526906068759536,4.76259834142583e-07,0.012577905069018,0.00726055128789828,7.45696061599257e-07,0.0158702785537905,0.725519420690084
"TCGA-CV-7102-01A",2.84153766790266e-07,7.44842384449729e-07,0.000594998578050833,0.0541912017908429,0.256910165916737,0.0430360198516129,9.44522578760705e-07,0.000228437510071148,1.04681911666409e-06,0.0410689581399003,3.00052950763088e-06,0.603964197345431
"TCGA-CV-5443-01A",0.0165563859139167,0.00987707727837656,0.0136593697084105,0.0671082196226911,0.102029218566031,0.122162034836039,0.000409316215010594,1.83554469489966e-05,0.0332615775255691,8.74786236014006e-07,0.0165901908978849,0.618327379202885
"TCGA-CR-7377-01A",0.000602637431414147,4.16852191501913e-06,0.0178678941676006,0.0842694932182965,0.270309665635585,0.100278239201872,0.00144904074135733,3.35151257592852e-05,0.00148748596808839,0.0402415173275214,0.00187491833678065,0.481581424323809
"TCGA-CN-6016-01A",2.14596405131969e-07,4.89617668283198e-07,3.89575134314605e-07,0.0123122541265918,0.615731260455383,0.0279117890729994,2.10783933622965e-07,4.32348486667959e-07,1.86124343398146e-06,0.109473934886952,6.03504140487501e-07,0.234566559788871
"TCGA-BA-A6DG-01A",3.84894408585657e-07,8.93044513697009e-07,0.000406121945727138,0.0491986793581015,0.459216829939624,0.0349700740588045,5.33858877184787e-07,0.00678151306296784,1.74662330827488e-05,0.0150146974070666,7.4140907131016e-05,0.434318665289695
"TCGA-CQ-A4CD-01A",4.85419534541654e-07,0.0376783991341395,0.000844837375950132,0.0326853352147025,0.0473638006848711,0.0587890435835178,5.84835242295252e-07,0.000269549935208842,0.00241133267070873,4.89207341789765e-07,0.0205433897237208,0.799412752215062
"TCGA-F7-A50G-01A",0.00102759260429336,3.81268486308512e-05,0.010679874404671,0.0271095644622391,0.0547432478949675,0.0407511665923989,0.000647570985646504,0.000330655750709707,0.00076314375251452,0.000757815864866088,0.000324227073684525,0.862827013765378
"TCGA-T2-A6X2-01A",2.42599626766733e-06,3.54955922890288e-06,0.00418137966290637,0.0144052832440646,0.123345213904441,0.0392121093107899,2.81227274747e-05,7.67697772859368e-06,5.34905179707624e-06,5.86658506426059e-07,0.000199106432457577,0.818609196474337
"TCGA-BA-5559-01A",0.00334215866682373,0.01303008330058,0.00992565738072391,0.0621913240795949,0.170395178893648,0.196580977709719,5.05071583301709e-07,2.25539648341421e-06,0.0156462476795681,0.190042902629467,0.0242364928784904,0.314606216313318
"TCGA-CN-6021-01A",0.00609215584575827,1.90502450461048e-06,0.000682771257800553,0.0700611639348799,0.0454482194841757,0.00598608322655143,0.000182699657427983,0.00733039168390488,0.00119192045328822,5.94656301371117e-07,6.84948425232454e-06,0.863015245291155
"TCGA-CN-6020-01A",0.000539977577573248,0.000220218378155434,0.00446495217795839,0.0415720240178229,0.199060023959789,0.0283574072831206,0.000415948391050989,0.00424588421112836,0.00200939843756745,0.000118529550133213,0.000263768229639133,0.718731867786061
"TCGA-BA-A6DJ-01A",7.26599309544865e-05,0.00107345130075523,0.00774188180838847,0.0256152564873745,0.0304061218394552,0.0780046133653263,0.000237649777674348,0.000567275267527,0.00263087535379638,4.28733144036464e-07,0.000936293375144914,0.852713492760459
"TCGA-BA-A6D8-01A",0.000610252080418022,2.90311019812609e-06,3.96162137222961e-06,0.0407979284899566,0.118812923900514,0.0127746164040117,0.00118686058039557,0.00497979293401098,0.002326633161286,8.58729293808136e-07,0.000501604080261131,0.818001664908282
"TCGA-CR-7376-01A",0.00179747278607641,2.22040054641602e-05,0.0201481997470145,0.0478191854971029,0.594807181731623,0.156889298053644,0.00132558167679969,3.50447680653308e-06,0.00758593641245757,0.00664619415031494,3.7629921935393e-06,0.162951478470502
"TCGA-HD-A633-01A",5.19990607130949e-07,2.95224889747916e-06,0.000402573817442689,0.0194952984100503,0.0764680060584085,0.00915002266399264,0.000117820056709901,0.00287466027119042,3.38541670453637e-06,3.60906073318962e-07,0.000375881406341172,0.891108518753582
"TCGA-BA-6871-01A",0.000634637087561666,2.79973240779658e-05,0.0158787494212089,0.0784262008407859,0.344399452552896,0.0194984058908853,0.00106343064461526,0.00203707453042419,0.0019009872260053,2.52619291788508e-07,0.00101548824353814,0.53511732361871
"TCGA-CR-6488-01A",2.91433681843151e-07,1.33268378589034e-06,0.00569794809685072,0.0708438430251361,0.197684183546364,0.0599761816810017,0.00166626083244394,0.00876388094167992,0.00179488143709808,0.0542243863125637,9.15429423214629e-05,0.599255267067073
"TCGA-CV-6959-11A",1.55002700908546e-07,6.54494954627495e-07,3.47786579091221e-07,0.0204357877859033,0.0108533465400685,1.79856254268122e-06,1.37917557896805e-07,3.66731638939207e-07,4.24051227091813e-06,0.401832207492771,3.22732530870744e-07,0.566870634440481
"TCGA-CR-7364-01A",0.00341903330445349,0.000455096924423297,0.00637931720172836,0.0556176122615057,0.0880446858956875,0.0151899443695323,0.00154256935735943,0.00809473746525941,0.00277055605066064,8.53483312656006e-07,0.000648055836474023,0.817837537849603
"TCGA-CV-7421-01A",2.78410684581877e-06,1.29090627449479e-06,0.00173188149326694,0.0782086299930645,0.252889770377727,0.0144672740221773,0.000417656071138361,0.0018988423705639,5.62530863169701e-06,4.66238813084865e-07,2.6400468566735e-06,0.65037313906464
"TCGA-CQ-5323-01A",0.00613618327189504,4.01055686810127e-05,0.0053648465690923,0.0432841815919531,0.0520230262871042,0.0234793974885335,0.000471753931775682,0.000431602365776572,0.00405046999931099,7.1715385992486e-07,0.00423026261625309,0.860487453155765
"TCGA-UF-A718-01A",0.00371525000827826,8.4310751681195e-06,0.00162624447783865,0.0441972886543253,0.142904504281492,0.0233476131412013,0.000307617110444842,0.00519942856811221,0.00257863970652396,4.70061837831801e-07,0.00335925107170415,0.772755261843073
"TCGA-KU-A6H7-01A",0.00030354368977417,0.0140827840437471,0.0215302104172864,0.0282867730414657,0.00659095046267316,0.0713335561627637,0.00011432786007251,7.04336438569136e-06,0.015064148632564,4.97910528962037e-07,0.00321617578647592,0.839469988628263
"TCGA-CN-5363-01A",0.00169958943267443,2.75443095717226e-06,0.00223456497996178,0.0759746321660339,0.226438463856873,0.0931025249103974,5.62847318962897e-07,4.24125117371024e-06,2.43914439417304e-06,0.00894300697087857,7.17424886356912e-06,0.591590045760473
"TCGA-CN-4730-01A",6.49701390618978e-05,3.27251736686126e-06,4.49771428147982e-06,0.0266342678247064,0.0435582042238053,0.00117633522109355,3.70351733325152e-05,0.00218467469116309,0.000491209361325334,9.61979012471829e-07,0.0024417920633932,0.923402779091458
"TCGA-CN-5370-01A",9.3562046980982e-07,2.857791104616e-06,0.00604288011129069,0.0650642177711279,0.407059647780976,0.124676366074791,6.95114402538083e-05,0.00136299974454527,0.000122658390453774,0.0297778623688713,0.00196099812695666,0.36385906477916
"TCGA-UF-A71D-01A",0.00110405036043869,7.57539312748463e-06,0.000682074845130524,0.032241345107102,0.0173200770411212,0.00323187040935503,0.000282791559161764,0.00417468479056472,0.000850073201226948,3.89478072447807e-05,0.00154309381219471,0.938523415673332
"TCGA-UF-A71E-01A",0.000928837229386342,2.99940124675175e-06,0.00115542635033445,0.0211402682232441,0.0419222212466944,0.000452331582732078,6.54440031895123e-05,0.00260611520322665,0.000747424496386877,4.98831273205453e-07,1.81701960881614e-05,0.930960263236198
"TCGA-CV-7416-11A",2.59418612070342e-07,0.000106131837365474,0.00164551562966078,0.00901493255572938,0.000432277920622235,8.58084703107457e-05,0.000150260375378656,0.00166382308243358,0.000730529475184983,0.0171411481192826,5.56065755917679e-06,0.96902375245786
"TCGA-CV-7104-01A",3.58614120066237e-06,0.00152908984374491,0.00125852422709731,0.0459832813187416,0.174861301373115,0.0536665896317605,0.000130651186631761,4.65867063175411e-06,0.00173195279764483,0.145369688225866,2.62747068754292e-06,0.575458049112878
"TCGA-CV-A45P-01A",0.00010656666942108,8.14090005817809e-06,0.00207981452026547,0.018369592122935,0.015963888122016,3.32797936647806e-06,7.94408336745468e-05,0.00122760503556384,0.000524082129657265,0.00723983190842211,0.00068131725571543,0.953716392522905
"TCGA-CV-7238-01A",0.000390041225427197,3.64688203452472e-05,0.00759210923297834,0.067345470796436,0.10906996828698,0.01691982416013,3.53798884419906e-07,0.00160036071782648,0.00169221024987416,0.178594402551656,0.00106257044342965,0.615696219716032
"TCGA-CV-7099-01A",0.00023536505806,0.00167199114003591,0.0128766049846004,0.0255012815968139,0.0169899933496254,0.048356814029566,0.000714194699512583,0.00331701746963882,0.00267292418037056,7.07844830296782e-07,0.000950423295902732,0.886712682351043
"TCGA-CV-A6JO-01B",8.47634588164421e-07,9.75785606754227e-06,0.010629200027607,0.0179478219443707,0.0202013848890398,0.0423118015014435,8.08894211256234e-05,0.00116938064738074,0.00255554431741933,4.86158408261138e-07,0.00277750746136395,0.902315378141185
"TCGA-CV-5971-01A",1.07877261336534e-07,3.25871635334214e-07,1.20683234535301e-07,0.0534204182576143,0.207108962377891,0.00122779248716069,1.04735365500973e-07,1.50607213328492e-07,6.84369371678692e-07,0.707847923503474,1.76502370685687e-07,0.0303932327274079
"TCGA-D6-A6EN-01A",0.000106940027564374,4.05999890801953e-06,0.0191192310699615,0.02865027105949,0.00219449929621205,0.119448983318511,0.000274625996786972,4.8795746866143e-06,0.0019868185947047,8.62341781609153e-07,0.00508955722086592,0.823119271500527
"TCGA-CN-4729-01A",0.00340453948828255,9.39853370740149e-06,0.00115038752383222,0.0572553277451166,0.131174266333548,0.00669159778633776,0.00204387022109801,0.00496988970805749,0.00174136175273994,5.36778869062057e-07,0.0030480185717304,0.788510805556681
"TCGA-CV-6960-01A",4.41341989712781e-07,4.73503744925648e-06,3.07892763084021e-06,0.0540399268382917,0.0840081507844787,0.00637892831545117,5.24399425962379e-05,0.00895999452984416,4.67881037728073e-05,5.16781834292561e-07,1.21690083011644e-05,0.84649283038836
"TCGA-IQ-A61H-01A",0.000353547381892734,3.35786057935358e-06,0.000198513775807644,0.0424651700789123,0.13753370159928,0.00865592141669552,7.73572440836632e-05,0.00469674827474779,0.000490963399673838,0.0398996460097349,1.66553105065098e-05,0.765608417648085
"TCGA-CV-6956-01A",3.82302670932916e-07,8.14140601570093e-07,1.11856036577899e-06,0.0214954987632907,0.0638541346214334,5.26299735622046e-07,3.53164409218402e-07,1.1659589197645e-05,6.18872588936164e-07,0.043129361664038,1.81398582383366e-06,0.871503718035844
