"","B-cell","Endothelial","Fibroblast","Macrophage","Mast","myocyte","other","T-cell","T.cell","tumor"
"28",0.0397130763617802,0.025441435020245,0.65859907956723,0.00374601705221538,0.00217610915902129,0.0259664850874934,2.42408513125193e-07,0.00116449584886672,0.00101100380948386,0.242182055685151
