"","B-cell","Endothelial","Fibroblast","Macrophage","Mast","myocyte","other","T-cell","T.cell","tumor"
"28",0.137779194578315,0.0232206429544914,0.538859907546556,0.00752951276585984,0.01378329330727,0.0455361065919351,2.50153584911215e-05,2.75448206429065e-05,3.42834923385381e-05,0.2332044985841
