"","B-cell","Endothelial","Fibroblast","Macrophage","Mast","myocyte","other","T-cell","T.cell","tumor"
"26",0.00384380961951498,0.00495446959317556,0.453612745833532,0.0940994382723359,0.00354860535112655,0.000706600250509681,0.00351607581875218,0.0277286751149975,0.00492562351285266,0.403063956633203
