"","B-cell","Endothelial","Fibroblast","Macrophage","Mast","myocyte","other","T-cell","T.cell","tumor"
"26",0.00311596347708768,0.00473035094217977,0.452015886028407,0.0866967378621569,0.00264763463308474,0.000572214207233738,0.0119862858559228,0.0256990756537081,0.00692399884610008,0.40561185249412
