"","B-cell","Dendritic","Endothelial","Fibroblast","Macrophage","Mast","myocyte","other","T-cell","tumor"
"18",0.0154553294151644,7.48817117916944e-05,0.0485846174493082,0.097742963335729,0.0304238805418219,0.0239826856962302,0.000705317590227681,0.183032016368171,0.379088936687303,0.220909371204253
