"","B-cell","Endothelial","Fibroblast","Macrophage","Mast","myocyte","other","T-cell","T.cell","tumor"
"28",0.0760177547820172,0.0159248797927517,0.551369755650598,0.0174858355365735,0.00623622001151398,0.0306335889434365,9.71294070497977e-07,1.11249548071512e-05,5.90810012523445e-06,0.302313960934106
