"","B-cell","B.cell","Dendritic","Fibroblast","Macrophage","Mast","myocyte","other","T-cell","tumor"
"25",0.0044638599558856,0.0708145035712246,0.0325702547639122,0.300305475692946,0.000134346821756533,0.0899010783427345,0.016126781224952,0.00319390768505154,0.244970868622015,0.237518923319522
