"","B-cell","Dendritic","Endothelial","Fibroblast","Macrophage","Mast","myocyte","other","T-cell","tumor"
"18",0.0308466336463378,0.0001039925171057,0.0521050862261982,0.09531862807039,0.0624231231435351,0.0446284811968425,0.00091446837488776,0.163529042782236,0.34384779744878,0.206282746593687
