"","B-cell","Endothelial","Fibroblast","Macrophage","Mast","myocyte","other","T-cell","T.cell","tumor"
"26",0.0022140829923134,0.0293469783009231,0.393161011809201,0.0140026061317534,0.000630425566931533,0.000268344084846235,0.131983688294101,0.033752056595383,0.0164815770501168,0.378159229174431
