"","B-cell","B.cell","Dendritic","Fibroblast","Macrophage","Mast","myocyte","other","T-cell","tumor"
"25",0.00476306071474347,0.0282216409712668,0.0102544199825705,0.415032956103345,0.0135217776730024,0.0154833199847763,0.00924243838856878,0.0066045811758511,0.217024213849735,0.279851591156141
