"","B-cell","B.cell","Dendritic","Fibroblast","Macrophage","Mast","myocyte","other","T-cell","tumor"
"25",0.0124593270253839,0.0360363690558854,0.0117665608693224,0.412626104150251,0.00594382573453897,0.0279009203546106,0.0129792198740356,0.00316351110159684,0.226859839283199,0.250264322551177
