"","B-cell","Endothelial","Fibroblast","Macrophage","Mast","myocyte","other","T-cell","T.cell","tumor"
"26",0.00236452443520763,0.00368757910108197,0.408090288160032,0.102172981734181,0.00444189735255533,0.00128331819729861,0.0139269346407543,0.0255252430846356,0.00369389298147641,0.434813340312776
