"","B-cell","Dendritic","Endothelial","Fibroblast","Macrophage","Mast","myocyte","other","T-cell","tumor"
"18",0.046372827344815,4.55586040798055e-05,0.0440502877450483,0.076503951614781,0.000126640517548498,0.0700536485125067,0.00111587701705063,0.283485844082604,0.295558866345932,0.182686498215633
