"","B-cell","B.cell","Dendritic","Fibroblast","Macrophage","Mast","myocyte","other","T-cell","tumor"
"25",0.00112450061585305,0.0488262705167002,0.0251257750469672,0.398755122655222,0.0120513380134318,0.0525705320610635,0.0147166160092749,0.00243210504067701,0.183005811732919,0.261391928307892
