"","B-cell","Endothelial","Fibroblast","Macrophage","Mast","myocyte","other","T-cell","T.cell","tumor"
"26",0.00172209823862628,0.00251333770095829,0.422841003791663,0.0784437378394084,0.00288163583840037,0.000730743261636251,0.0102898248333441,0.0217287152267386,0.0057611174470615,0.453087785822163
