"","B-cell","B.cell","Dendritic","Fibroblast","Macrophage","Mast","myocyte","other","T-cell","tumor"
"25",0.00136059989645892,0.0367200354668631,0.0119273125806222,0.398020310628097,0.00427663856655255,0.0354266691479698,0.013468950261383,0.00478305939178327,0.210650378144458,0.283366045915813
