"","B-cell","Endothelial","Fibroblast","Macrophage","Mast","myocyte","other","T-cell","T.cell","tumor"
"28",0.067335509599633,0.0235483239711656,0.584587984758895,0.0128403359573419,0.00459056812393034,0.0367134302136045,7.8391328654756e-07,3.21201715642814e-05,1.90646539694051e-05,0.27033187863661
