"","B-cell","Endothelial","Fibroblast","Macrophage","Mast","myocyte","other","T-cell","T.cell","tumor"
"28",0.0685558359132967,0.0236094162093232,0.583413706537079,0.0117066860471463,0.00443017824574144,0.0333354081159461,1.23676274867347e-06,1.37295425114212e-05,0.00141272930027691,0.27352107332593
