"","B-cell","Endothelial","Fibroblast","Macrophage","Mast","myocyte","other","T-cell","T.cell","tumor"
"28",0.0561293523916806,0.0268114618053827,0.625434957919813,0.00875814897703263,0.00363473090317212,0.0326832006337929,1.24172844357864e-06,3.22851663625382e-05,1.01264970942823e-05,0.246504493977225
