"","B-cell","B.cell","Dendritic","Fibroblast","Macrophage","Mast","myocyte","other","T-cell","tumor"
"25",0.0179454035761067,0.0468297695435273,0.0139805337587812,0.394075891983185,0.000858814470384152,0.036255511247187,0.0169183325438424,0.00644618732341222,0.199004068749736,0.267685486803839
