Mixture,Fibroblast,tumor,B cell,myocyte,other,Macrophage,Endothelial,T cell,Dendritic,Mast,P-value,Correlation,RMSE
TCGA-BB-4224-01A,0.0860874773169498,0.86012425394116,0,0.0084550649449414,0.0305136681937498,0.00926948364954045,0,0.0043133900714855,0.00123666188217326,0,0,0.900864921436077,0.43455504403305
TCGA-H7-7774-01A,0.0258177871654292,0.946324457779646,0,0,0,0.0276134457027758,0,0,0,0.000244309352148561,0,0.804984704654352,0.615536027611622
TCGA-CV-6943-01A,0.164242875457862,0.717723702760209,0,0,0,0.118033421781929,0,0,0,0,0,0.855583719007144,0.525291142462568
TCGA-CN-5374-01A,0.172398249662877,0.489907243176276,0.0192433574932916,0.019905525375258,0.183938743959681,0.114606880332616,0,0,0,0,0,0.644939691821893,0.763456952427291
TCGA-CQ-6227-01A,0.16838638734645,0.750267795640426,0.0058772544285319,0.0639625284773482,0,0.0112749787101393,0,0,0,0.000231055397104606,0,0.936915901849606,0.38273408485172
TCGA-CV-6959-01A,0.0630321504445336,0.832174353041123,0,0.0544033931154303,0,0.0503164798991557,0,0,0,7.3623499757582e-05,0,0.908521121855824,0.421182621249846
TCGA-F7-A61V-01A,0.0530760124439324,0.801236128089307,0.00444384344632338,0.0187542806558475,0.121830412267473,0,0,0,0.000564773764824603,9.45493322920571e-05,0,0.918663807782688,0.397848431083176
TCGA-CV-7413-01A,0.11938524975887,0.84635823294074,0.00133814302157696,0,0,0.0328190685886372,0,0,0,9.93056901762167e-05,0,0.885260304421956,0.465468354412264
TCGA-CV-7247-01A,0.151471531372091,0.738161784182266,0.00570722144828882,0.0915547092466127,0.0129071727792939,0,0,0,0,0.000197580971447841,0,0.815199804226754,0.580314907098616
TCGA-CR-5249-01A,0.158192497411546,0.544266417617125,0.0550789652942482,0,0.108099222342554,0.134362897334527,0,0,0,0,0,0.543263722692702,0.846759786852426
TCGA-CQ-5331-01A,0.0309863947837009,0.874009230578613,0.00304670556670487,0,0,0.0919576690709808,0,0,0,0,0,0.90490761603335,0.42638010718805
