Mixture,Fibroblast,tumor,B cell,myocyte,other,Macrophage,Endothelial,T cell,Dendritic,Mast,P-value,Correlation,RMSE
TCGA-BB-4224-01A,0.0139401980979387,0.961207782528357,0,0.00178972907005398,0.00240411847790207,0,0.000913485659205304,0.0197446861665432,0,0,0,0.901529226971563,0.458518768833132
TCGA-H7-7774-01A,0,0.991823635060954,0,0,0,0.00786055042328713,0,0,0,0.000315814515758653,0,0.816000168843632,0.635578163524861
TCGA-CV-6943-01A,0.0980142433177419,0.782936380474142,0,0,0,0.119049376208116,0,0,0,0,0,0.833470773987562,0.555182987435679
TCGA-CN-5374-01A,0.0400567951179185,0.599664615384091,0.00247058184400132,0.0198552197938848,0.164525832154486,0.136179435210765,0,0,0.0372475204948539,0,0.01,0.614098162424701,0.808881962065255
TCGA-CQ-6227-01A,0.132981448785958,0.795127458933826,0,0.0623092113811939,0,0.00525667214679362,0.00411144891188971,0,0,0.000213759840338997,0,0.926278881916219,0.378273206716394
TCGA-CV-6959-01A,0.0311026215602504,0.870642754961374,0,0.060463090744419,0,0.0377915327339564,0,0,0,0,0,0.910405658242646,0.416578497502094
TCGA-F7-A61V-01A,0.00519209603560291,0.923105148592135,0,0.0335105084366654,0.0381922469355963,0,0,0,0,0,0,0.921871060550812,0.401363938466584
TCGA-CV-7413-01A,0.0613806417443751,0.912820166101041,0,0,0,0.0257991921545842,0,0,0,0,0,0.878802737863179,0.493659226022666
TCGA-CV-7247-01A,0.0690828530297737,0.800986185719392,0,0.1122225196199,0,0,0.0177084416309344,0,0,0,0,0.801121553728436,0.604824293526873
TCGA-CR-5249-01A,0.0472506644106609,0.383675598772211,1.21465512519645e-05,0,0.340767429140801,0.218894700177883,0,0,0.00939946094719231,0,0.01,0.526196706506833,0.867482217053509
TCGA-CQ-5331-01A,0.00465777299072986,0.927435643020306,0,0,0,0.0679065839889641,0,0,0,0,0,0.918428460138111,0.408711097560537
TCGA-BB-8601-01A,0,0.987675167499594,0,0.000218097324263736,0,0,0,0.011801886095393,0,0.00030484908074962,0,0.839164899879233,0.593547531655265
TCGA-CV-A45W-01A,0.110790808762599,0.698757215436309,0.0550069059827172,0,0,0.124355757140827,0.0110893126775471,0,0,0,0,0.72723386531986,0.691485920186986
TCGA-CQ-7063-01A,0.0287765580853113,0.885116315349199,0,0,0,0.0861071265654897,0,0,0,0,0,0.908270343110257,0.424752195314816
TCGA-CN-5373-01A,0.0629508772850472,0.882907425791465,0,0,0,0.0541416969234875,0,0,0,0,0,0.830105156108069,0.576714875747394
TCGA-CV-A45T-01A,0.0606866420840002,0.879615430688916,0,0.0150995186792729,0,0.0445984085478106,0,0,0,0,0,0.903436182921446,0.434273107939555
TCGA-HD-A4C1-01A,0.0314747130497454,0.967904130062259,0,0,0,0,0,0,0,0.000621156887995232,0,0.926462450757249,0.398768600335278
TCGA-CV-7438-11A,0.0263449395337036,0.719142294160108,0,0.00488319818890464,0.186549485034802,0.0630800830824824,0,0,0,0,0,0.771123402849712,0.648770161600133
TCGA-CV-5444-01A,0.157177435838899,0.643562920709389,0,0.0674891727595269,0,0.121358126041424,0.0104123446507616,0,0,0,0,0.683595973586448,0.733670400255375
TCGA-BA-5556-01A,0.0187961505032872,0.898961893122781,0,0,0,0.0822419563739315,0,0,0,0,0,0.90249136413261,0.440388959468352
TCGA-P3-A6SX-01A,0.0261365439205337,0.944206723834649,0,0.0174327336422389,0,0,0,0.0120418723627729,0,0.000182126239805899,0,0.795253594735081,0.651051263686329
TCGA-CV-7242-11A,0.0486072182748051,0.580986322765469,0,0,0.295900418478694,0.0745060404810316,0,0,0,0,0,0.669403560269955,0.757542858981098
TCGA-DQ-7592-01A,0.0551960270615457,0.915945913095621,0,0.0156445919499292,0,0.0132134678929037,0,0,0,0,0,0.898349728246696,0.452351293786131
TCGA-CV-6937-01A,0.0831449870855036,0.857103563665944,0,0,0,0.0597514492485524,0,0,0,0,0,0.895013512841573,0.449920926214937
TCGA-QK-A8ZB-01A,0.0609983266181105,0.917371415259837,0.00603878508495967,0,0.0127180380929464,0.00287343494414596,0,0,0,0,0,0.905999924852782,0.436849441722701
