Mixture,Fibroblast,tumor,B cell,myocyte,other,Macrophage,Endothelial,T cell,Dendritic,Mast,P-value,Correlation,RMSE
TCGA-BB-4224-01A,0.0632004587462076,0.718159620666495,0,0.00538196551281119,0.120530356757956,0.0478067577696477,0.00691004553229924,0.0246742639218441,0.0133365310927394,0,0,0.80716193311107,0.660592836674249
TCGA-H7-7774-01A,0.0115174401811371,0.957224200915035,0,0.00110074134325621,0,0,0.00726095877451295,0.0166381375459574,0.00520908167938742,0.00104943956071428,0,0.971957895957708,0.489406314607168
TCGA-CV-6943-01A,0.0624423143788438,0.65812939679428,8.4502484288857e-05,0.000151567700257249,0,0.142230816774513,0.121961038914493,0,0.0137225269970684,0.00127783595625478,0,0.860578056447112,0.521059735310472
TCGA-CN-5374-01A,0.0915939761980091,0.316385996314315,0.00570274438851134,0.0214146597327869,0.324783775783278,0.181220570860748,0.0234494581272709,0,0.0354488185950802,0,0,0.652201762004952,0.755555634544958
TCGA-CQ-6227-01A,0.160367158560207,0.66712804038779,0,0.0686643426293996,0,0,0.0948021113509373,0.00722755978844658,0,0.00181078728321917,0,0.957943621586913,0.288648001757413
TCGA-CV-6959-01A,0.0422425582721385,0.790266033461747,0,0.0793318136036347,0,0.0429879559221475,0.032377004786063,0.0127946339542695,0,0,0,0.912275273964619,0.47858838969177
TCGA-F7-A61V-01A,0.00874259521291061,0.741892472441228,0,0.0427142208579829,0.166093687662857,0,0.00869999176871035,0.0318570320563112,0,0,0,0.946033284495388,0.387829657224828
TCGA-CV-7413-01A,0.105512851776892,0.840913155794858,0,0,0,0.0522984611123892,0,0,0,0.0012755313158608,0,0.907135471887349,0.532810490311347
TCGA-CV-7247-01A,0.0989550590186454,0.456212017895317,0,0.12348469379254,0.190609862912597,0,0.0988395443203421,0.0318988220605577,0,0,0,0.68346415735147,0.733221981971426
TCGA-CR-5249-01A,0.0524608760423941,0.111861297748332,0,0,0.606688502188144,0.200045675181176,0.0289436488399543,0,0,0,0.02,0.499173542694086,0.864201747963628
TCGA-CQ-5331-01A,0,0.849959820241701,0,0,0,0.105423637690339,0.04461654206796,0,0,0,0,0.945365237173143,0.444710422087351
TCGA-BB-8601-01A,0.00383010557190496,0.950776640341971,0.00081459052454992,0,0,0,0.00362608840052778,0.040485714395973,0,0.000466860765073456,0,0.98924753286054,0.428310630385909
TCGA-CV-A45W-01A,0.105063874992226,0.354189413635372,0.102579790437579,0,0.278831710799274,0.139332953498698,0.0189629310073956,0.00103932562945571,0,0,0,0.924337133453552,0.450098057422146
TCGA-CQ-7063-01A,0.0246278684120315,0.83125051937753,0,0,0.00458836313230656,0.13760270490489,0,0,0,0.00193054417324199,0,0.906324212221335,0.528863653864141
TCGA-CN-5373-01A,0.0675743594616138,0.835284431245146,0,0,0,0.0704512610291226,0,0.00928618546166548,0.017403762802452,0,0,0.937565835137378,0.451709720934497
TCGA-CV-A45T-01A,0.11340528823408,0.760906879605756,0.00316131707675726,0.0214962633793235,0,0.0583159385638938,0.0353004851733081,0.00723310232143968,0,0.000180725645441563,0,0.968122019517792,0.293046607265458
TCGA-HD-A4C1-01A,0.0532479324502833,0.851113295649247,0,0,0.0571214694684267,0,0,0.0356505669554451,0,0.00286673547659752,0,0.955270805850076,0.432699166715993
TCGA-CV-7438-11A,0.0222840243034684,0.478762006829885,0,0.00594527135056189,0.393620153379825,0.07163276583353,0.0175563776229218,0.00451217136824153,0.00568722931156707,0,0,0.680663832551626,0.759077285793802
TCGA-CV-5444-01A,0.322298301799678,0.198258543798426,0,0.0941147306232407,0.0624285982854896,0.269881676502414,0.0284822122861424,0,0.0245359367046094,0,0.01,0.534348207060845,0.843673248992129
TCGA-BA-5556-01A,0.00866210023093462,0.813455328862827,0,0,0,0.124318929517278,0.0422267111617419,0,0.0113369302272193,0,0,0.917067059156622,0.486314038388563
TCGA-P3-A6SX-01A,0.113096275985747,0.535369557209666,0,0.0353980762464746,0.262699572296433,0,0.00752508576463127,0.0459114324970481,0,0,0,0.622440518391881,0.830449987302017
TCGA-CV-7242-11A,0.00928969533636428,0,0,0.000621229411823703,0.878586718485743,0.0672550496063992,0.0135424107844291,0.0270955481299193,0.00360934824532111,0,0.01,0.525465564753669,0.848174991194584
TCGA-DQ-7592-01A,0.0821662913076699,0.84294528926236,0,0.0143686035706448,0,0.0231345319608901,0,0.0373852838984347,0,0,0,0.910255066717196,0.525642519095742
TCGA-CV-6937-01A,0.0386693539802276,0.598796534936582,0,0,0.252937545531033,0.102589750800598,0,0,0.00700681475155954,0,0,0.944656594175962,0.332290344229695
TCGA-QK-A8ZB-01A,0.066191490077812,0.802152945782508,0.0158612349175383,0,0.0660740296984702,0,0.0157260065806908,0.0339548337794275,0,3.94591635535327e-05,0,0.911013232287283,0.50528246215911
TCGA-CV-7432-01A,0.0107253531281747,0.92838668553061,0,0,0.0246857588401303,0,0,0.033491113789898,0,0.00271108871118662,0,0.939602821432003,0.54898634069913
TCGA-CV-7089-01A,0.0819528292496696,0.818843725491044,0,0,0,0.0262044966397377,0.0631425994479901,0.00891870978155746,0,0.000937639390001652,0,0.805722995707793,0.710459858060024
TCGA-CV-6939-11A,0.04415868152897,0,0,0.814967027328771,0.0203099988464675,0.0258422974029252,0.093592820535905,0.00112917435696171,0,0,0,0.772594377879986,0.721293379450711
TCGA-BA-4075-01A,0.0272185186831104,0.823451685822721,0,0.00428536044708225,0.0737174354403686,0.0264163425638112,0.00501586475233217,0.0395112901877268,0,0.000383502102847989,0,0.984482648817914,0.309061180166133
TCGA-T3-A92M-01A,0.223758545957188,0.580568093471225,0.00925828232925952,0,0.00903862495358822,0.155231364301543,0.0115647822849227,0,0.0105803067022739,0,0,0.883709112797782,0.467071605677106
TCGA-BA-4078-01A,0.196785068997354,0.334273879615014,0,0,0.250687355975448,0.0746929856613891,0.133558193803964,0.0100025159468311,0,0,0,0.622930725741124,0.779874018535916
TCGA-CV-7100-01A,0.257615311964034,0.297552978038422,0,0,0.24844151138244,0.0980343826423778,0.0356265185946025,0.0627292973781239,0,0,0,0.755516702171261,0.670154439095296
TCGA-MZ-A7D7-01A,0.00295119422106188,0.82244619183835,1.02735289110945e-05,0,0.146594831926081,0,0.000317954147589503,0.0271802255213004,0.000499328816706401,0,0,0.975680985467205,0.366019782291927
TCGA-QK-A652-01A,0.0272696438029346,0.702704889414121,0,0.195103085566097,0,0.0367377772789399,0.0307510068713562,0.00245093662884808,0.00493040668299603,5.22537547069368e-05,0,0.936280833991097,0.372701886221584
TCGA-CV-6433-01A,0.0415015916119041,0.634341623158492,0.00315525526352312,0,0,0.260470311155295,0,0.01745253478436,0.0426631493890404,0.000415534637385,0,0.958083152559947,0.286985147721608
TCGA-CV-7416-01A,0.190658402404826,0.0914832975305012,0,0,0.640176196317173,0.0584018662723499,0,0.0156365482132783,0.00253763735675734,0.00110605190511408,0,0.633092311429475,0.780103473000609
TCGA-CV-A6JY-01A,0.00350422931062895,0.959926122393795,0,0.00113885802226293,0,0,0.0121241085310852,0.0200287450702822,0.00220957645000997,0.0010683602219359,0,0.975049693713094,0.483904903228794
TCGA-CR-7399-01A,0.0507519047247364,0.582245044184771,0,0,0.00332211842963493,0.280007664954048,0.00981306199330345,0.0638880149091621,0.00997219080434415,0,0,0.882970861533066,0.468427048530127
TCGA-CV-7568-01A,0.179620876076538,0.321692894442194,0,0.0575009626467649,0.368191302176188,0.0429454560305476,0.0014383328784393,0.0286101757493277,0,0,0.01,0.541882108161196,0.847157356642691
TCGA-KU-A66S-01A,0.240975584746535,0.409539356109119,0.00122161320191129,0,0.166171066114968,0,0.0732822426447804,0.104285032017584,0,0.00452510516510189,0,0.939993546721724,0.41406960929122
TCGA-QK-A6VC-01A,0.0541913618161244,0.0780296236633134,0,0,0.597166368634084,0.0998803984135895,0.0277528088122665,0.142979438660622,0,0,0.01,0.541553303285886,0.841857085840369
TCGA-CN-6998-01A,0.0242796227160641,0.952748350750384,0,0.0059812811255792,0,0,0,0.00627418117720015,0.00877482390501179,0.00194174032576093,0,0.950801928472018,0.541044099827188
TCGA-CV-6941-01A,0.0893376319936951,0.849340369241412,0,0,0,0.02937703563113,0.0057297364985977,0.0255644641133505,0,0.000650762521814225,0,0.952589587862343,0.422296119380293
TCGA-CN-4727-01A,0.114554079477571,0.603807104815168,0,0,0.200619998982778,0,0.038753966523751,0.0363493145431454,0.00591553565758711,0,0,0.902036878792828,0.437336194586867
TCGA-BB-A5HY-01A,0.0756725288949443,0.770614495914834,0.00129792610762655,0.00447507487238483,0.107701752449802,0,0,0.0377096411289206,0,0.00252858063148809,0,0.982979849338949,0.267729411999855
TCGA-CV-7263-01A,0.140422581904197,0.433478808382291,0.00455391486412091,0.0912041192874235,0.0938940470231361,0.117105842206301,0.104695375480415,0,0.0146453108521152,0,0,0.784128764162135,0.623533501095807
TCGA-H7-A76A-01A,0.0642896047707543,0.24406458998724,0.016529616667641,0,0.17942879432679,0.409747199845545,0.0302860464343992,0.018502686519238,0.0371514614483933,0,0,0.641712857562284,0.766873295797802
TCGA-CN-4723-01A,0.179737028294204,0.623382876036066,0.00549764720581227,0,0.0834478005986309,0.089192351531695,0.0133894639367872,0.0053528323968046,0,0,0,0.886358658855301,0.468631117641122
TCGA-CN-6997-01A,0.1250378575992,0.465245910736337,0,0,0.333992644848411,0.00274689208967881,0.0479357735249546,0.0186777228059445,0.0038116454208579,0.00255155297461631,0,0.810782080111826,0.584393153787978
TCGA-CN-5364-01A,0.113369173971286,0.158572910134455,0,0.0752903274389959,0.42688063162516,0.121092387308698,0.0959214821643445,0,0.00887308735706182,0,0.03,0.456820396927077,0.887323008924283
TCGA-CN-A63V-01A,0.0566432703735647,0.904014230310932,0,0,0,0,0,0.0379133405125251,0,0.00142915880297816,0,0.965110082040359,0.444029233534006
TCGA-CQ-5325-01A,0.0071250628417577,0.595393924457566,0.0134560025939984,0.138930174753169,0,0.245094835353509,0,0,0,0,0,0.87977133651954,0.47678547417633
TCGA-CR-7386-01A,0.211332637373668,0.421363730959749,0,0.00100378653136601,0.0300405820030737,0.280599408058081,0.0530612086821835,0,0.002598646391879,0,0,0.614011036615345,0.79168376003361
TCGA-CX-A4AQ-01A,0.0311821092386987,0.469002382791188,0,0,0,0.449406027036367,0.0172008541791684,0,0.0332086267545781,0,0,0.900612930564885,0.449027602774432
