Mixture,Fibroblast,tumor,B cell,myocyte,other,Macrophage,Endothelial,T cell,Dendritic,Mast,P-value,Correlation,RMSE
TCGA-CV-7263-01A,0.13298879697383,0.734559472063766,3.06495831907329e-07,0.0472360483217369,0.00419548362682201,0.0810198925180125,0,0,0,0,0,0.866341451828681,0.512976595104756
TCGA-H7-A76A-01A,0.205163981042874,0.5531389196224,0.00582553705285167,0,0.0619526605494203,0.161862272057841,0,0,0.0120566296746123,0,0,0.832816851727886,0.583215856287451
TCGA-CN-4723-01A,0.0873973063588727,0.844317385748312,6.8933671670675e-05,0,0.0212710185432522,0.0459026241184109,0,0.00104273155948158,0,0,0,0.917981850980811,0.402699087188269
TCGA-CN-6997-01A,0.138138228553441,0.765326113197905,0,0,0.0606463564813516,0.0192903222999638,0,0.0165989794673381,0,0,0,0.770714377287642,0.637255392279076
TCGA-CN-5364-01A,0.054750780390479,0.832652975139743,0,0.0287491483271913,0.0524140369371996,0.0314330592053876,0,0,0,0,0,0.730104497512968,0.692862117495908
TCGA-CN-A63V-01A,0.0978233114066635,0.896566033606774,0,0,0,0,0,0.00561065498656223,0,0,0,0.931590493238312,0.366981594786282
TCGA-CQ-5325-01A,0.0626772149119403,0.778721752330387,0.00971309922537987,0.0659379905426829,0,0.0759064755397578,0,0.00704346744985251,0,0,0,0.871828811257274,0.497625916277404
TCGA-CR-7386-01A,0.146448260371565,0.679742418509375,0,0.00114686052122424,0.00968499369911237,0.162977466898724,0,0,0,0,0,0.723396590149099,0.68994924942721
TCGA-CX-A4AQ-01A,0.104935414154614,0.568156544146824,0.00262683946340578,0,0,0.303619107273363,0.00399992302768042,0,0.016662171934113,0,0,0.801998362596595,0.610009229354044
TCGA-QK-A64Z-01A,0.0357313562336997,0.912616299460036,0,0,0.0234523900799604,0,0.00573176586908127,0.0108336245934828,0.0116345637637402,0,0,0.854985400724546,0.521240621272988
TCGA-BB-4225-01A,0.0726805815994338,0.722907024777696,0.016148984053739,0,0,0.188263409569131,0,0,0,0,0,0.65458282774601,0.762603273544027
TCGA-CV-7183-11A,0.00861211409752795,0.792058125431411,0.000420417237466684,0.0013709887418871,0.127379044458329,0.0176097792273899,0.0259303115991799,0.0263210458062692,0,0.000298173400538801,0.01,0.454647672050101,0.973945026277407
TCGA-T2-A6WZ-01A,0.023860887676848,0.964879487077208,0.000926912414794285,0.00144734128707667,0.00848999536591406,0,0,0,0,0.000395376178158836,0,0.853020146223833,0.529867079941305
TCGA-HD-8314-01A,0.145495641655141,0.325398949129031,0,0.19238295947689,0.194380353459739,0.142342096279199,0,0,0,0,0,0.575705208437774,0.819254668374501
